Recall,Precision
0.018576979,0.34537246
0.018576979,0.344594595
0.018576979,0.343820225
0.018576979,0.343049327
0.018698397,0.344519016
0.018698397,0.34375
0.018698397,0.34298441
0.018819815,0.344444444
0.018819815,0.34368071
0.018819815,0.342920354
0.018819815,0.342163355
0.018819815,0.341409692
0.018819815,0.340659341
0.018941234,0.342105263
0.019062652,0.34279476
0.019062652,0.34204793
0.01918407,0.343478261
0.019305488,0.344902386
0.019426906,0.346320346
0.019426906,0.345572354
0.019426906,0.344827586
0.019426906,0.344086022
0.019548324,0.345493562
0.019669743,0.346895075
0.019669743,0.346153846
0.019669743,0.345415778
0.019669743,0.344680851
0.019669743,0.343949045
0.019669743,0.343220339
0.019669743,0.342494715
0.019669743,0.341772152
0.019791161,0.343157895
0.019791161,0.342436975
0.019791161,0.341719078
0.019791161,0.341004184
0.019791161,0.340292276
0.019791161,0.339583333
0.019912579,0.340956341
0.020033997,0.342323651
0.020155415,0.3436853
0.020155415,0.342975207
0.020276833,0.344329897
0.020276833,0.343621399
0.020398252,0.344969199
0.02051967,0.346311475
0.02051967,0.345603272
0.020641088,0.346938776
0.020762506,0.348268839
0.020762506,0.347560976
0.020883924,0.348884381
0.021005342,0.350202429
0.021005342,0.349494949
0.021005342,0.348790323
0.021005342,0.348088531
0.021126761,0.34939759
0.021126761,0.348697395
0.021126761,0.348
0.021126761,0.347305389
0.021126761,0.346613546
0.021126761,0.345924453
0.021248179,0.347222222
0.021248179,0.345849802
0.021248179,0.345167653
0.021369597,0.346456693
0.021369597,0.345776031
0.021369597,0.345098039
0.021491015,0.346379648
0.021612433,0.34765625
0.021612433,0.346978558
0.021612433,0.346303502
0.021733851,0.347572816
0.021733851,0.346899225
0.021733851,0.34622824
0.02185527,0.347490347
0.021976688,0.348747592
0.022098106,0.35
0.022219524,0.351247601
0.022340942,0.352490421
0.02246236,0.353728489
0.02246236,0.353053435
0.02246236,0.352380952
0.02246236,0.351711027
0.022583779,0.352941176
0.022583779,0.352272727
0.022583779,0.351606805
0.022705197,0.352830189
0.022705197,0.352165725
0.022705197,0.351503759
0.022705197,0.350844278
0.022705197,0.350187266
0.022705197,0.34953271
0.022705197,0.348880597
0.022826615,0.35009311
0.022826615,0.349442379
0.022948033,0.350649351
0.022948033,0.35
0.022948033,0.34935305
0.022948033,0.348708487
0.022948033,0.348066298
0.023069451,0.349264706
0.023069451,0.348623853
0.023069451,0.347985348
0.023190869,0.349177331
0.023190869,0.348540146
0.023190869,0.347905282
0.023190869,0.347272727
0.023190869,0.346642468
0.023190869,0.346014493
0.023190869,0.345388788
0.023190869,0.344765343
0.023312288,0.345945946
0.023312288,0.345323741
0.023312288,0.34470377
0.023312288,0.344086022
0.023433706,0.345259392
0.023433706,0.344642857
0.023433706,0.34402852
0.023555124,0.34519573
0.023555124,0.344582593
0.023676542,0.345744681
0.023676542,0.345132743
0.02379796,0.346289753
0.023919378,0.347442681
0.024040797,0.348591549
0.024162215,0.34973638
0.024162215,0.349122807
0.024283633,0.350262697
0.024283633,0.34965035
0.024283633,0.34904014
0.024283633,0.348432056
0.024405051,0.349565217
0.024526469,0.350694444
0.024647887,0.351819757
0.024769305,0.352941176
0.024769305,0.352331606
0.024890724,0.353448276
0.024890724,0.352839931
0.024890724,0.352233677
0.024890724,0.351629503
0.025012142,0.352739726
0.02513356,0.353846154
0.02513356,0.353242321
0.02513356,0.352640545
0.02513356,0.352040816
0.02513356,0.351443124
0.025254978,0.352542373
0.025254978,0.351945854
0.025376396,0.353040541
0.025376396,0.352445194
0.025376396,0.351851852
0.025376396,0.351260504
0.025497814,0.352348993
0.025619233,0.353433836
0.025619233,0.352842809
0.025740651,0.353923205
0.025740651,0.353333333
0.025740651,0.352745424
0.025862069,0.353820598
0.025862069,0.353233831
0.025862069,0.352649007
0.025862069,0.352066116
0.025862069,0.351485149
0.025983487,0.352553542
0.025983487,0.351973684
0.026104905,0.353037767
0.026104905,0.352459016
0.026104905,0.35188216
0.026104905,0.35130719
0.026104905,0.350734095
0.026104905,0.350162866
0.026104905,0.349593496
0.026104905,0.349025974
0.026104905,0.348460292
0.026226323,0.349514563
0.026226323,0.348949919
0.026347742,0.35
0.02646916,0.351046699
0.02646916,0.350482315
0.02646916,0.349919743
0.02646916,0.349358974
0.02646916,0.3488
0.02646916,0.348242812
0.026590578,0.349282297
0.026711996,0.350318471
0.026711996,0.349761526
0.026711996,0.349206349
0.026833414,0.350237718
0.026833414,0.349683544
0.026833414,0.349131122
0.026833414,0.348580442
0.026833414,0.348031496
0.026833414,0.347484277
0.026833414,0.346938776
0.026833414,0.346394984
0.026954832,0.346875
0.026954832,0.346333853
0.026954832,0.345794393
0.026954832,0.34525661
0.026954832,0.344720497
0.026954832,0.344186047
0.026954832,0.343653251
0.026954832,0.343122102
0.026954832,0.342592593
0.026954832,0.342064715
0.026954832,0.341538462
0.026954832,0.341013825
0.026954832,0.340490798
0.026954832,0.339449541
0.027076251,0.340458015
0.027076251,0.339939024
0.027076251,0.339421613
0.027076251,0.338905775
0.027076251,0.338391502
0.027197669,0.339393939
0.027319087,0.340393343
0.027319087,0.339879154
0.027319087,0.339366516
0.027319087,0.338855422
0.027319087,0.338345865
0.027319087,0.337837838
0.027440505,0.338830585
0.027440505,0.338323353
0.027440505,0.337817638
0.027440505,0.337313433
0.027440505,0.33681073
0.027440505,0.336309524
0.027440505,0.335809807
0.027561923,0.336795252
0.027683341,0.337777778
0.027683341,0.337278107
0.02780476,0.338257016
0.027926178,0.339233038
0.027926178,0.338733432
0.027926178,0.338235294
0.027926178,0.33773862
0.027926178,0.337243402
0.027926178,0.336749634
0.027926178,0.33625731
0.027926178,0.335766423
0.027926178,0.335276968
0.028047596,0.336244541
0.028169014,0.337209302
0.028169014,0.336719884
0.028169014,0.336231884
0.028290432,0.337192475
0.028290432,0.336705202
0.028290432,0.336219336
0.02841185,0.337175793
0.02841185,0.336690647
0.02841185,0.336206897
0.02841185,0.335724534
0.028533269,0.336676218
0.028533269,0.336194564
0.028533269,0.335714286
0.028654687,0.336661912
0.028654687,0.336182336
0.028776105,0.3371266
0.028776105,0.336647727
0.028897523,0.337588652
0.028897523,0.337110482
0.029018941,0.338048091
0.029018941,0.337570621
0.029018941,0.337094499
0.029140359,0.337552743
0.029261778,0.338483146
0.029261778,0.338008415
0.029261778,0.337535014
0.029261778,0.337062937
0.029261778,0.336592179
0.029261778,0.336122734
0.029383196,0.337047354
0.029504614,0.337969402
0.029626032,0.338888889
0.029626032,0.338418863
0.02974745,0.33933518
0.02974745,0.338865837
0.029868868,0.339779006
0.029868868,0.339310345
0.029990287,0.340220386
0.030111705,0.341127923
0.030111705,0.340659341
0.030233123,0.341563786
0.030233123,0.34109589
0.030233123,0.340629275
0.030354541,0.341530055
0.030354541,0.34106412
0.030475959,0.341961853
0.030475959,0.341496599
0.030475959,0.341032609
0.030475959,0.340569878
0.030475959,0.340108401
0.030597377,0.341001353
0.030718796,0.341891892
0.030718796,0.341430499
0.030840214,0.342318059
0.030840214,0.341857335
0.030961632,0.342741935
0.030961632,0.342281879
0.03108305,0.343163539
0.03108305,0.34270415
0.031204468,0.343582888
0.031204468,0.343124166
0.031204468,0.342666667
0.031204468,0.342210386
0.031204468,0.341755319
0.031204468,0.341301461
0.031204468,0.340848806
0.031325886,0.341721854
0.031325886,0.341269841
0.031325886,0.340819022
0.031325886,0.340369393
0.031447305,0.341238472
0.031568723,0.342105263
0.031568723,0.341655716
0.031690141,0.342519685
0.031690141,0.342070773
0.031690141,0.341623037
0.031690141,0.341176471
0.031811559,0.342036554
0.031811559,0.341590613
0.031811559,0.341145833
0.031811559,0.340702211
0.031932977,0.341558442
0.031932977,0.341115435
0.031932977,0.340673575
0.031932977,0.340232859
0.031932977,0.339793282
0.031932977,0.339354839
0.031932977,0.338917526
0.031932977,0.338481338
0.031932977,0.338046272
0.032054395,0.338896021
0.032175814,0.33974359
0.032175814,0.339308579
0.032297232,0.340153453
0.03241865,0.340996169
0.03241865,0.340561224
0.03241865,0.340127389
0.03241865,0.339694656
0.03241865,0.339263024
0.032540068,0.340101523
0.032540068,0.339670469
0.032661486,0.340506329
0.032661486,0.340075853
0.032782904,0.340909091
0.032782904,0.340479193
0.032782904,0.340050378
0.032904322,0.340880503
0.033025741,0.341279799
0.033025741,0.34085213
0.033025741,0.340425532
0.033025741,0.34
0.033147159,0.34082397
0.033147159,0.339975093
0.033147159,0.339552239
0.033268577,0.340372671
0.033268577,0.339950372
0.033268577,0.33952912
0.033389995,0.340346535
0.033389995,0.339925834
0.033511413,0.340740741
0.033511413,0.340320592
0.033511413,0.339901478
0.033511413,0.339483395
0.033511413,0.339066339
0.033511413,0.338650307
0.033511413,0.338235294
0.033511413,0.337821297
0.033511413,0.337408313
0.033511413,0.336996337
0.033632831,0.337804878
0.033632831,0.337393423
0.03375425,0.337788578
0.03375425,0.337378641
0.033875668,0.338181818
0.033875668,0.337772397
0.033997086,0.338573156
0.034118504,0.338962606
0.034239922,0.339759036
0.034239922,0.339350181
0.034239922,0.338942308
0.034239922,0.338535414
0.034239922,0.338129496
0.034239922,0.337724551
0.034239922,0.337320574
0.034239922,0.336917563
0.034239922,0.336515513
0.034239922,0.336114422
0.03436134,0.336904762
0.03436134,0.336504162
0.03436134,0.336104513
0.03436134,0.335308057
0.03436134,0.334911243
0.03436134,0.334515366
0.03436134,0.334120425
0.03436134,0.333726415
0.03436134,0.333333333
0.03436134,0.332941176
0.03436134,0.332549941
0.034482759,0.333333333
0.034482759,0.332942556
0.034482759,0.332552693
0.034482759,0.332163743
0.034604177,0.332943925
0.034725595,0.333722287
0.034725595,0.333333333
0.034725595,0.332945285
0.034847013,0.33372093
0.034847013,0.333333333
0.034968431,0.334106729
0.034968431,0.333719583
0.034968431,0.333333333
0.034968431,0.332947977
0.034968431,0.33256351
0.034968431,0.332179931
0.034968431,0.331797235
0.034968431,0.33141542
0.034968431,0.331034483
0.034968431,0.33065442
0.034968431,0.330275229
0.034968431,0.329896907
0.034968431,0.329519451
0.034968431,0.329142857
0.034968431,0.328767123
0.034968431,0.328392246
0.034968431,0.328018223
0.034968431,0.327645051
0.034968431,0.327272727
0.034968431,0.326901249
0.034968431,0.326530612
0.034968431,0.326160815
0.034968431,0.325791855
0.034968431,0.325423729
0.034968431,0.325056433
0.034968431,0.324689966
0.035089849,0.32545045
0.035089849,0.324719101
0.035089849,0.324354658
0.035089849,0.323991031
0.035089849,0.323628219
0.035211268,0.324384787
0.035211268,0.324022346
0.035332686,0.324776786
0.035332686,0.324414716
0.035454104,0.325167038
0.035454104,0.324805339
0.035575522,0.325555556
0.035575522,0.325194229
0.035575522,0.324833703
0.035575522,0.324473976
0.035818358,0.325966851
0.035939777,0.326710817
0.035939777,0.326350606
0.035939777,0.325991189
0.035939777,0.325632563
0.035939777,0.325274725
0.036061195,0.326015368
0.036061195,0.325657895
0.036182613,0.326396495
0.036182613,0.326039387
0.036304031,0.326775956
0.036304031,0.326419214
0.036304031,0.32606325
0.036304031,0.325708061
0.036304031,0.325353645
0.036304031,0.325
0.036304031,0.324647123
0.036425449,0.32537961
0.036546867,0.326110509
0.036668286,0.326839827
0.036668286,0.326486486
0.036789704,0.327213823
0.036789704,0.326860841
0.036789704,0.326508621
0.036789704,0.326157158
0.036789704,0.325806452
0.036789704,0.325456498
0.036789704,0.325107296
0.036789704,0.324758842
0.036911122,0.325481799
0.036911122,0.32513369
0.03703254,0.325854701
0.03703254,0.325506937
0.03703254,0.325159915
0.037153958,0.325878594
0.037275376,0.326595745
0.037275376,0.326248672
0.037275376,0.325902335
0.037275376,0.325556734
0.037275376,0.325211864
0.037275376,0.324867725
0.037275376,0.324524313
0.037275376,0.324181626
0.037275376,0.323839662
0.037275376,0.323498419
0.037275376,0.323157895
0.037275376,0.322818086
0.037275376,0.322478992
0.037275376,0.322140609
0.037396795,0.322851153
0.037396795,0.322513089
0.037518213,0.323221757
0.037639631,0.323928945
0.037639631,0.323590814
0.037639631,0.323253389
0.037639631,0.322916667
0.037639631,0.322580645
0.037761049,0.323284823
0.037761049,0.322949117
0.037761049,0.322614108
0.037761049,0.322279793
0.037761049,0.32194617
0.037882467,0.322647363
0.037882467,0.32231405
0.037882467,0.321981424
0.037882467,0.321649485
0.037882467,0.321318229
0.038003885,0.322016461
0.038125304,0.322713258
0.038125304,0.32238193
0.038125304,0.322051282
0.038125304,0.321721311
0.038125304,0.321392016
0.038125304,0.321063395
0.038125304,0.320735444
0.038125304,0.320408163
0.038125304,0.320081549
0.038246722,0.320773931
0.038246722,0.320447609
0.038246722,0.320121951
0.03836814,0.320812183
0.038489558,0.321501014
0.038489558,0.321175279
0.038489558,0.320850202
0.038610976,0.321536906
0.038610976,0.321212121
0.038610976,0.320887992
0.038610976,0.320564516
0.038610976,0.320241692
0.038610976,0.319919517
0.038610976,0.31959799
0.038610976,0.319277108
0.038610976,0.318956871
0.038610976,0.318637275
0.038732394,0.319319319
0.038732394,0.319
0.038732394,0.318681319
0.038732394,0.318363273
0.038732394,0.318045862
0.038732394,0.317729084
0.038732394,0.317412935
0.038853813,0.318091451
0.038853813,0.317775571
0.038975231,0.318452381
0.038975231,0.318136769
0.038975231,0.317821782
0.039096649,0.318496538
0.039096649,0.318181818
0.039096649,0.31786772
0.039218067,0.318226601
0.039218067,0.317913386
0.039339485,0.318584071
0.039339485,0.31827112
0.039339485,0.317958783
0.039339485,0.317647059
0.039339485,0.317335945
0.039339485,0.31702544
0.039339485,0.316715543
0.039339485,0.31640625
0.039460903,0.317073171
0.039582322,0.317738791
0.03970374,0.318403116
0.039825158,0.319066148
0.039825158,0.318756074
0.039946576,0.319417476
0.040067994,0.320077595
0.040067994,0.319767442
0.040067994,0.31945789
0.040067994,0.319148936
0.040067994,0.31884058
0.040067994,0.318532819
0.040067994,0.318225651
0.040067994,0.317919075
0.040067994,0.31761309
0.040067994,0.317307692
0.040067994,0.317002882
0.040067994,0.316698656
0.040067994,0.316395014
0.040067994,0.316091954
0.040067994,0.315789474
0.040067994,0.315487572
0.040067994,0.315186246
0.040067994,0.314885496
0.040067994,0.314585319
0.040067994,0.314285714
0.040189412,0.314938154
0.040189412,0.314638783
0.040310831,0.315289649
0.040310831,0.314990512
0.040310831,0.314691943
0.040310831,0.314393939
0.040432249,0.315042573
0.040553667,0.315689981
0.040553667,0.315391879
0.040553667,0.31509434
0.040553667,0.314797361
0.040553667,0.314500942
0.040553667,0.31420508
0.040553667,0.313909774
0.040553667,0.313615023
0.040553667,0.313320826
0.040553667,0.313027179
0.040553667,0.312734082
0.040553667,0.312441534
0.040675085,0.313084112
0.040675085,0.312791783
0.040796503,0.313432836
0.040796503,0.313140727
0.040917921,0.313780261
0.040917921,0.313488372
0.040917921,0.313197026
0.040917921,0.312906221
0.040917921,0.312615955
0.041039339,0.313253012
0.041039339,0.312962963
0.041160758,0.31359852
0.041160758,0.313308688
0.041160758,0.313019391
0.041160758,0.312730627
0.041282176,0.313364055
0.041282176,0.313075506
0.041403594,0.313707452
0.041403594,0.313419118
0.041403594,0.313131313
0.041403594,0.312844037
0.041403594,0.312557287
0.041403594,0.312271062
0.041403594,0.311985361
0.041403594,0.311700183
0.041403594,0.311415525
0.041403594,0.311131387
0.041403594,0.310847767
0.041403594,0.310564663
0.041403594,0.310282075
0.041525012,0.310909091
0.041525012,0.310626703
0.041525012,0.310344828
0.041525012,0.310063463
0.041525012,0.309782609
0.041525012,0.309502262
0.04164643,0.310126582
0.041767848,0.310749774
0.041767848,0.310469314
0.041767848,0.31018936
0.041889267,0.310810811
0.041889267,0.310531053
0.041889267,0.310251799
0.041889267,0.309973046
0.041889267,0.309694794
0.041889267,0.30941704
0.041889267,0.309139785
0.041889267,0.308863026
0.041889267,0.308586762
0.041889267,0.308310992
0.041889267,0.308035714
0.041889267,0.307760928
0.042010685,0.308377897
0.042132103,0.308993767
0.042253521,0.309608541
0.042374939,0.310222222
0.042496357,0.310834813
0.042617776,0.311446318
0.042617776,0.311170213
0.042739194,0.311780337
0.042739194,0.311504425
0.042739194,0.311229001
0.042860612,0.311837456
0.04298203,0.312444837
0.04298203,0.312169312
0.04298203,0.311894273
0.043103448,0.3125
0.043103448,0.312225154
0.043224866,0.312829525
0.043224866,0.312554873
0.043346285,0.313157895
0.043467703,0.31375986
0.043467703,0.313485114
0.043467703,0.313210849
0.043467703,0.312937063
0.043467703,0.312663755
0.043467703,0.312390925
0.043467703,0.31211857
0.043467703,0.31184669
0.043467703,0.311575283
0.043589121,0.312173913
0.043589121,0.311902693
0.043589121,0.311631944
0.043589121,0.311361665
0.043589121,0.311091854
0.043710539,0.311688312
0.043710539,0.311418685
0.043831957,0.311744387
0.043953375,0.312338223
0.043953375,0.312068966
0.044074794,0.312661499
0.044196212,0.313253012
0.044196212,0.312983663
0.044196212,0.312714777
0.044196212,0.312446352
0.044196212,0.312178388
0.044196212,0.311910883
0.044196212,0.311643836
0.044196212,0.311111111
0.044196212,0.310845431
0.044196212,0.310580205
0.04431763,0.311167945
0.04431763,0.310902896
0.04431763,0.310638298
0.04431763,0.31037415
0.04431763,0.31011045
0.04431763,0.309847199
0.044439048,0.31043257
0.044439048,0.310169492
0.044439048,0.309906859
0.044439048,0.30964467
0.044560466,0.310228233
0.044560466,0.309966216
0.044560466,0.309704641
0.044560466,0.309443508
0.044681884,0.310025274
