AT1G01150
AT1G01250
AT1G01280
AT1G01305
AT1G01310
AT1G01335
AT1G01390
AT1G01400
AT1G01410
AT1G01590
AT1G01600
AT1G02040
AT1G02065
AT1G02067
AT1G02070
AT1G02210
AT1G02228
AT1G02320
AT1G02350
AT1G02490
AT1G02550
AT1G02575
AT1G02580
AT1G02620
AT1G02630
AT1G02705
AT1G02710
AT1G02790
AT1G02800
AT1G02813
AT1G02830
AT1G02940
AT1G02965
AT1G03020
AT1G03050
AT1G03055
AT1G03300
AT1G03320
AT1G03325
AT1G03395
AT1G03420
AT1G03490
AT1G03630
AT1G03670
AT1G03710
AT1G03720
AT1G03810
AT1G03880
AT1G03890
AT1G04105
AT1G04450
AT1G04455
AT1G04457
AT1G04625
AT1G04645
AT1G04660
AT1G04670
AT1G04800
AT1G04895
AT1G04903
AT1G04940
AT1G05035
AT1G05080
AT1G05085
AT1G05136
AT1G05157
AT1G05167
AT1G05220
AT1G05290
AT1G05291
AT1G05310
AT1G05420
AT1G05440
AT1G05540
AT1G05550
AT1G05580
AT1G05615
AT1G05760
AT1G06045
AT1G06080
AT1G06170
AT1G06225
AT1G06280
AT1G06320
AT1G06330
AT1G06340
AT1G06350
AT1G06360
AT1G06475
AT1G06530
AT1G06763
AT1G06830
AT1G06833
AT1G06920
AT1G06923
AT1G06925
AT1G06990
AT1G07050
AT1G07190
AT1G07270
AT1G07443
AT1G07485
AT1G07490
AT1G07500
AT1G07520
AT1G07600
AT1G07680
AT1G07690
AT1G07730
AT1G07747
AT1G07800
AT1G07901
AT1G08005
AT1G08065
AT1G08135
AT1G08140
AT1G08165
AT1G08170
AT1G08187
AT1G08197
AT1G08250
AT1G08465
AT1G08593
AT1G08645
AT1G08687
AT1G08695
AT1G08740
AT1G08765
AT1G08775
AT1G08785
AT1G08805
AT1G08835
AT1G08855
AT1G08865
AT1G08885
AT1G08895
AT1G08905
AT1G08915
AT1G08917
AT1G08945
AT1G08955
AT1G08965
AT1G08985
AT1G09015
AT1G09025
AT1G09030
AT1G09065
AT1G09075
AT1G09095
AT1G09105
AT1G09115
AT1G09125
AT1G09135
AT1G09145
AT1G09165
AT1G09203
AT1G09205
AT1G09225
AT1G09240
AT1G09245
AT1G09255
AT1G09260
AT1G09265
AT1G09360
AT1G09370
AT1G09465
AT1G09475
AT1G09483
AT1G09485
AT1G09495
AT1G09525
AT1G09535
AT1G09550
AT1G09555
AT1G09565
AT1G09585
AT1G09595
AT1G09615
AT1G09625
AT1G09655
AT1G09665
AT1G09705
AT1G09735
AT1G09775
AT1G09785
AT1G09805
AT1G09825
AT1G09835
AT1G09845
AT1G09855
AT1G09865
AT1G09875
AT1G09943
AT1G09955
AT1G09975
AT1G09985
AT1G10010
AT1G10100
AT1G10150
AT1G10190
AT1G10225
AT1G10250
AT1G10385
AT1G10395
AT1G10419
AT1G10455
AT1G10538
AT1G10550
AT1G10585
AT1G10586
AT1G10588
AT1G10620
AT1G10640
AT1G10657
AT1G10705
AT1G10710
AT1G10715
AT1G10717
AT1G10745
AT1G10747
AT1G10750
AT1G10770
AT1G11040
AT1G11055
AT1G11110
AT1G11125
AT1G11145
AT1G11150
AT1G11230
AT1G11250
AT1G11362
AT1G11370
AT1G11460
AT1G11500
AT1G11510
AT1G11520
AT1G11545
AT1G11590
AT1G11593
AT1G11595
AT1G11608
AT1G11620
AT1G11655
AT1G11684
AT1G11690
AT1G11765
AT1G11785
AT1G11803
AT1G11806
AT1G11810
AT1G11850
AT1G11970
AT1G11980
AT1G12064
AT1G12070
AT1G12090
AT1G12100
AT1G12130
AT1G12170
AT1G12180
AT1G12190
AT1G12211
AT1G12310
AT1G12411
AT1G12490
AT1G12540
AT1G12570
AT1G12615
AT1G12630
AT1G12660
AT1G12663
AT1G12665
AT1G12667
AT1G12669
AT1G12670
AT1G12672
AT1G12720
AT1G12725
AT1G12805
AT1G12830
AT1G12855
AT1G12860
AT1G12870
AT1G12935
AT1G12960
AT1G13143
AT1G13145
AT1G13290
AT1G13400
AT1G13485
AT1G13605
AT1G13607
AT1G13608
AT1G13610
AT1G13620
AT1G13635
AT1G13650
AT1G13660
AT1G13670
AT1G13680
AT1G13710
AT1G13755
AT1G13760
AT1G13805
AT1G13825
AT1G14048
AT1G14110
AT1G14150
AT1G14160
AT1G14182
AT1G14315
AT1G14420
AT1G14440
AT1G14453
AT1G14455
AT1G14630
AT1G14688
AT1G14700
AT1G14755
AT1G14760
AT1G14880
AT1G14930
AT1G14940
AT1G14950
AT1G15085
AT1G15360
AT1G15540
AT1G15560
AT1G15590
AT1G15600
AT1G15610
AT1G15620
AT1G15630
AT1G15680
AT1G15757
AT1G15770
AT1G15825
AT1G15840
AT1G15850
AT1G16390
AT1G16400
AT1G16410
AT1G16420
AT1G16600
AT1G16790
AT1G16910
AT1G16940
AT1G16945
AT1G16950
AT1G16960
AT1G16980
AT1G17000
AT1G17010
AT1G17150
AT1G17400
AT1G17495
AT1G17545
AT1G17610
AT1G17700
AT1G17744
AT1G17800
AT1G17900
AT1G17910
AT1G18120
AT1G18230
AT1G18486
AT1G18530
AT1G18790
AT1G18810
AT1G18871
AT1G18930
AT1G18970
AT1G18975
AT1G19060
AT1G19070
AT1G19086
AT1G19090
AT1G19160
AT1G19260
AT1G19320
AT1G19390
AT1G19392
AT1G19460
AT1G19500
AT1G19510
AT1G19550
AT1G19560
AT1G19620
AT1G19630
AT1G19640
AT1G19670
AT1G19790
AT1G19810
AT1G19830
AT1G19840
AT1G19890
AT1G19930
AT1G19940
AT1G19960
AT1G20000
AT1G20020
AT1G20065
AT1G20080
AT1G20132
AT1G20135
AT1G20240
AT1G20280
AT1G20360
AT1G20530
AT1G20657
AT1G20683
AT1G20687
AT1G20710
AT1G20735
AT1G20795
AT1G20800
AT1G20803
AT1G20875
AT1G20923
AT1G21020
AT1G21230
AT1G21240
AT1G21245
AT1G21250
AT1G21280
AT1G21286
AT1G21290
AT1G21300
AT1G21313
AT1G21323
AT1G21330
AT1G21395
AT1G21470
AT1G21475
AT1G21490
AT1G21500
AT1G21510
AT1G21738
AT1G21835
AT1G21860
AT1G21864
AT1G21866
AT1G21870
AT1G21890
AT1G21925
AT1G21928
AT1G21940
AT1G21950
AT1G21960
AT1G21970
AT1G21973
AT1G21990
AT1G22000
AT1G22010
AT1G22015
AT1G22080
AT1G22090
AT1G22100
AT1G22120
AT1G22130
AT1G22250
AT1G22340
AT1G22380
AT1G22480
AT1G22560
AT1G22580
AT1G22590
AT1G22610
AT1G22680
AT1G22720
AT1G22760
AT1G23000
AT1G23037
AT1G23070
AT1G23130
AT1G23145
AT1G23147
AT1G23201
AT1G23240
AT1G23270
AT1G23290
AT1G23320
AT1G23350
AT1G23410
AT1G23420
AT1G23510
AT1G23570
AT1G23580
AT1G23590
AT1G23600
AT1G23610
AT1G23620
AT1G23640
AT1G23645
AT1G23650
AT1G23660
AT1G23670
AT1G23680
AT1G23690
AT1G23740
AT1G23810
AT1G23910
AT1G23915
AT1G23920
AT1G23965
AT1G23985
AT1G23990
AT1G23995
AT1G24000
AT1G24010
AT1G24020
AT1G24060
AT1G24062
AT1G24070
AT1G24148
AT1G24200
AT1G24212
AT1G24220
AT1G24230
AT1G24250
AT1G24256
AT1G24260
AT1G24270
AT1G24370
AT1G24380
AT1G24388
AT1G24390
AT1G24400
AT1G24470
AT1G24475
AT1G24480
AT1G24485
AT1G24540
AT1G24545
AT1G24577
AT1G24590
AT1G24640
AT1G24650
AT1G24657
AT1G24660
AT1G24686
AT1G24733
AT1G24822
AT1G24938
AT1G24967
AT1G25240
AT1G25270
AT1G25310
AT1G25410
AT1G25425
AT1G25430
AT1G26225
AT1G26250
AT1G26255
AT1G26290
AT1G26310
AT1G26320
AT1G26350
AT1G26355
AT1G26480
AT1G26510
AT1G26600
AT1G26610
AT1G26710
AT1G26720
AT1G26762
AT1G26773
AT1G26780
AT1G26795
AT1G26796
AT1G26797
AT1G26798
AT1G26799
AT1G26815
AT1G26860
AT1G26921
AT1G26950
AT1G26976
AT1G26990
AT1G27040
AT1G27045
AT1G27135
AT1G27160
AT1G27220
AT1G27240
AT1G27250
AT1G27260
AT1G27270
AT1G27280
AT1G27480
AT1G27490
AT1G27535
AT1G27550
AT1G27555
AT1G27560
AT1G27790
AT1G27800
AT1G27810
AT1G27860
AT1G27870
AT1G28000
AT1G28002
AT1G28005
AT1G28010
AT1G28020
AT1G28030
AT1G28080
AT1G28135
AT1G28160
AT1G28170
AT1G28180
AT1G28265
AT1G28300
AT1G28305
AT1G28306
AT1G28323
AT1G28327
AT1G28335
AT1G28447
AT1G28450
AT1G28455
AT1G28460
AT1G28465
AT1G28591
AT1G28630
AT1G28640
AT1G28650
AT1G28660
AT1G28700
AT1G29005
AT1G29010
AT1G29041
AT1G29075
AT1G29080
AT1G29090
AT1G29110
AT1G29190
AT1G29270
AT1G29420
AT1G29430
AT1G29435
AT1G29440
AT1G29450
AT1G29460
AT1G29475
AT1G29480
AT1G29490
AT1G29500
AT1G29510
AT1G29535
AT1G29540
AT1G29570
AT1G29580
AT1G29600
AT1G29620
AT1G29720
AT1G29775
AT1G29920
AT1G30020
AT1G30030
AT1G30100
AT1G30150
AT1G30160
AT1G30170
AT1G30180
AT1G30210
AT1G30220
AT1G30250
AT1G30310
AT1G30340
AT1G30350
AT1G30390
AT1G30515
AT1G30520
AT1G30550
AT1G30560
AT1G30670
AT1G30757
AT1G30790
AT1G30800
AT1G30840
AT1G30920
AT1G30921
AT1G30925
AT1G30930
AT1G30940
AT1G30945
AT1G30972
AT1G30974
AT1G30975
AT1G30980
AT1G30990
AT1G31030
AT1G31040
AT1G31072
AT1G31080
AT1G31090
AT1G31093
AT1G31095
AT1G31100
AT1G31140
AT1G31163
AT1G31166
AT1G31200
AT1G31210
AT1G31243
AT1G31245
AT1G31250
AT1G31255
AT1G31260
AT1G31270
AT1G31274
AT1G31320
AT1G31370
AT1G31380
AT1G31390
AT1G31450
AT1G31510
AT1G31520
AT1G31530
AT1G31555
AT1G31570
AT1G31580
AT1G31620
AT1G31630
AT1G31640
AT1G31670
AT1G31690
AT1G31720
AT1G31772
AT1G31920
AT1G31960
AT1G31983
AT1G31990
AT1G31993
AT1G32000
AT1G32010
AT1G32020
AT1G32030
AT1G32040
AT1G32045
AT1G32110
AT1G32140
AT1G32225
AT1G32250
AT1G32280
AT1G32300
AT1G32320
AT1G32337
AT1G32361
AT1G32420
AT1G32430
AT1G32505
AT1G32540
AT1G32575
AT1G32585
AT1G32640
AT1G32650
AT1G32660
AT1G32680
AT1G32710
AT1G32720
AT1G32763
AT1G32770
AT1G32830
AT1G32840
AT1G32975
AT1G32980
AT1G33000
AT1G33010
AT1G33070
AT1G33102
AT1G33130
AT1G33135
AT1G33180
AT1G33190
AT1G33220
AT1G33300
AT1G33320
AT1G33355
AT1G33380
AT1G33450
AT1G33460
AT1G33530
AT1G33540
AT1G33550
AT1G33570
AT1G33580
AT1G33607
AT1G33640
AT1G33660
AT1G33670
AT1G33710
AT1G33720
AT1G33730
AT1G33740
AT1G33743
AT1G33785
AT1G33811
AT1G33820
AT1G33830
AT1G33835
AT1G33840
AT1G33850
AT1G33855
AT1G33860
AT1G33870
AT1G33880
AT1G33890
AT1G33900
AT1G33910
AT1G33920
AT1G33930
AT1G33940
AT1G33945
AT1G33950
AT1G33960
AT1G34015
AT1G34042
AT1G34046
AT1G34049
AT1G34070
AT1G34080
AT1G34090
AT1G34095
AT1G34097
AT1G34100
AT1G34140
AT1G34170
AT1G34230
AT1G34240
AT1G34245
AT1G34250
AT1G34281
AT1G34290
AT1G34310
AT1G34330
AT1G34390
AT1G34400
AT1G34403
AT1G34405
AT1G34410
AT1G34440
AT1G34490
AT1G34500
AT1G34520
AT1G34530
AT1G34540
AT1G34545
AT1G34560
AT1G34575
AT1G34600
AT1G34620
AT1G34640
AT1G34650
AT1G34660
AT1G34680
AT1G34690
AT1G34710
AT1G34720
AT1G34730
AT1G34790
AT1G34792
AT1G34795
AT1G34797
AT1G34800
AT1G34803
AT1G34805
AT1G34807
AT1G34808
AT1G34810
AT1G34812
AT1G34813
AT1G34815
AT1G34817
AT1G34818
AT1G34820
AT1G34822
AT1G34823
AT1G34825
AT1G34827
AT1G34828
AT1G34830
AT1G34836
AT1G34840
AT1G34850
AT1G34855
AT1G34860
AT1G34910
AT1G34930
AT1G35030
AT1G35035
AT1G35040
AT1G35060
AT1G35080
AT1G35090
AT1G35100
AT1G35110
AT1G35120
AT1G35130
AT1G35143
AT1G35146
AT1G35150
AT1G35181
AT1G35183
AT1G35215
AT1G35240
AT1G35242
AT1G35250
AT1G35270
AT1G35280
AT1G35290
AT1G35300
AT1G35353
AT1G35360
AT1G35365
AT1G35370
AT1G35375
AT1G35380
AT1G35390
AT1G35400
AT1G35405
AT1G35410
AT1G35420
AT1G35435
AT1G35440
AT1G35450
AT1G35465
AT1G35467
AT1G35480
AT1G35490
AT1G35500
AT1G35520
AT1G35535
AT1G35537
AT1G35540
AT1G35550
AT1G35570
AT1G35590
AT1G35600
AT1G35610
AT1G35614
AT1G35617
AT1G35640
AT1G35645
AT1G35647
AT1G35650
AT1G35663
AT1G35690
AT1G35700
AT1G35740
AT1G35745
AT1G35750
AT1G35760
AT1G35770
AT1G35820
AT1G35840
AT1G35850
AT1G35860
AT1G35870
AT1G35880
AT1G35890
AT1G35895
AT1G35920
AT1G35930
AT1G35940
AT1G35950
AT1G35960
AT1G35970
AT1G35980
AT1G35990
AT1G35995
AT1G36000
AT1G36005
AT1G36010
AT1G36020
AT1G36030
AT1G36035
AT1G36040
AT1G36078
AT1G36080
AT1G36085
AT1G36090
AT1G36095
AT1G36100
AT1G36105
AT1G36110
AT1G36130
AT1G36140
AT1G36150
AT1G36185
AT1G36190
AT1G36200
AT1G36210
AT1G36220
AT1G36225
AT1G36230
AT1G36240
AT1G36250
AT1G36260
AT1G36270
AT1G36272
AT1G36290
AT1G36300
AT1G36325
AT1G36330
AT1G36340
AT1G36360
AT1G36395
AT1G36403
AT1G36406
AT1G36420
AT1G36430
AT1G36440
AT1G36441
AT1G36445
AT1G36450
AT1G36460
AT1G36470
AT1G36480
AT1G36485
AT1G36490
AT1G36495
AT1G36500
AT1G36510
AT1G36520
AT1G36530
AT1G36540
AT1G36550
AT1G36560
AT1G36570
AT1G36595
AT1G36605
AT1G36623
AT1G36627
AT1G36650
AT1G36660
AT1G36670
AT1G36675
AT1G36690
AT1G36700
AT1G36710
AT1G36740
AT1G36745
AT1G36750
AT1G36756
AT1G36763
AT1G36775
AT1G36790
AT1G36795
AT1G36800
AT1G36810
AT1G36830
AT1G36840
AT1G36850
AT1G36880
AT1G36890
AT1G36910
AT1G36915
AT1G36920
AT1G36922
AT1G36925
AT1G36927
AT1G36933
AT1G36936
AT1G36942
AT1G36950
AT1G36960
AT1G36970
AT1G36975
AT1G37000
AT1G37010
AT1G37012
AT1G37015
AT1G37020
AT1G37030
AT1G37035
AT1G37036
AT1G37037
AT1G37038
AT1G37040
AT1G37045
AT1G37050
AT1G37057
AT1G37060
AT1G37063
AT1G37070
AT1G37080
AT1G37090
AT1G37095
AT1G37100
AT1G37110
AT1G37113
AT1G37120
AT1G37140
AT1G37160
AT1G37170
AT1G37180
AT1G37190
AT1G37200
AT1G37210
AT1G37275
AT1G37340
AT1G37405
AT1G37471
AT1G37537
AT1G37603
AT1G37669
AT1G37735
AT1G37801
AT1G37867
AT1G37933
AT1G37999
AT1G38140
AT1G38149
AT1G38158
AT1G38167
AT1G38176
AT1G38185
AT1G38194
AT1G38203
AT1G38212
AT1G38221
AT1G38230
AT1G38240
AT1G38250
AT1G38260
AT1G38270
AT1G38280
AT1G38290
AT1G38300
AT1G38310
AT1G38320
AT1G38330
AT1G38340
AT1G38350
AT1G38380
AT1G38390
AT1G38400
AT1G38410
AT1G38416
AT1G38423
AT1G38430
AT1G38440
AT1G38450
AT1G38460
AT1G38550
AT1G38710
AT1G38790
AT1G38870
AT1G39030
AT1G39060
AT1G39070
AT1G39110
AT1G39190
AT1G39270
AT1G39350
AT1G39430
AT1G39510
AT1G39511
AT1G39513
AT1G39515
AT1G39590
AT1G39670
AT1G39750
AT1G39830
AT1G39910
AT1G39990
AT1G40069
AT1G40070
AT1G40071
AT1G40072
AT1G40073
AT1G40074
AT1G40075
AT1G40076
AT1G40077
AT1G40078
AT1G40079
AT1G40080
AT1G40081
AT1G40083
AT1G40084
AT1G40085
AT1G40086
AT1G40087
AT1G40090
AT1G40091
AT1G40093
AT1G40095
AT1G40097
AT1G40099
AT1G40100
AT1G40103
AT1G40105
AT1G40106
AT1G40107
AT1G40109
AT1G40112
AT1G40113
AT1G40115
AT1G40117
AT1G40118
AT1G40119
AT1G40121
AT1G40123
AT1G40124
AT1G40127
AT1G40129
AT1G40130
AT1G40131
AT1G40133
AT1G40135
AT1G40136
AT1G40137
AT1G40139
AT1G40141
AT1G40143
AT1G40150
AT1G40230
AT1G40310
AT1G40390
AT1G40470
AT1G40630
AT1G41115
AT1G41600
AT1G41630
AT1G41650
AT1G41660
AT1G41680
AT1G41690
AT1G41700
AT1G41710
AT1G41720
AT1G41723
AT1G41726
AT1G41730
AT1G41740
AT1G41743
AT1G41746
AT1G41750
AT1G41755
AT1G41760
AT1G41770
AT1G41775
AT1G41790
AT1G41795
AT1G41797
AT1G41798
AT1G41803
AT1G41810
AT1G41820
AT1G41825
AT1G41827
AT1G41840
AT1G41850
AT1G41855
AT1G41860
AT1G41870
AT1G41893
AT1G41896
AT1G41900
AT1G41910
AT1G41920
AT1G42003
AT1G42040
AT1G42045
AT1G42050
AT1G42060
AT1G42070
AT1G42080
AT1G42100
AT1G42110
AT1G42130
AT1G42140
AT1G42150
AT1G42160
AT1G42170
AT1G42180
AT1G42190
AT1G42200
AT1G42210
AT1G42220
AT1G42230
AT1G42240
AT1G42250
AT1G42260
AT1G42270
AT1G42280
AT1G42290
AT1G42300
AT1G42310
AT1G42320
AT1G42360
AT1G42365
AT1G42367
AT1G42370
AT1G42375
AT1G42377
AT1G42380
AT1G42385
AT1G42390
AT1G42393
AT1G42396
AT1G42400
AT1G42410
AT1G42420
AT1G42450
AT1G42460
AT1G42500
AT1G42510
AT1G42515
AT1G42520
AT1G42525
AT1G42530
AT1G42560
AT1G42570
AT1G42580
AT1G42590
AT1G42595
AT1G42600
AT1G42602
AT1G42610
AT1G42615
AT1G42620
AT1G42630
AT1G42635
AT1G42650
AT1G42655
AT1G42690
AT1G42695
AT1G42697
AT1G42698
AT1G42700
AT1G42703
AT1G42705
AT1G42710
AT1G42718
AT1G42727
AT1G42736
AT1G42740
AT1G42745
AT1G42780
AT1G42816
AT1G42852
AT1G42888
AT1G42924
AT1G43005
AT1G43010
AT1G43020
AT1G43030
AT1G43050
AT1G43070
AT1G43080
AT1G43090
AT1G43100
AT1G43110
AT1G43120
AT1G43145
AT1G43150
AT1G43195
AT1G43200
AT1G43205
AT1G43210
AT1G43220
AT1G43230
AT1G43240
AT1G43250
AT1G43260
AT1G43270
AT1G43280
AT1G43290
AT1G43300
AT1G43320
AT1G43330
AT1G43387
AT1G43415
AT1G43570
AT1G43575
AT1G43590
AT1G43600
AT1G43605
AT1G43610
AT1G43630
AT1G43660
AT1G43665
AT1G43666
AT1G43667
AT1G43720
AT1G43722
AT1G43723
AT1G43724
AT1G43725
AT1G43730
AT1G43740
AT1G43745
AT1G43750
AT1G43755
AT1G43760
AT1G43763
AT1G43766
AT1G43777
AT1G43780
AT1G43781
AT1G43785
AT1G43810
AT1G43815
AT1G43825
AT1G43830
AT1G43835
AT1G43840
AT1G43845
AT1G43870
AT1G43880
AT1G43883
AT1G43886
AT1G43920
AT1G43930
AT1G43940
AT1G43950
AT1G43960
AT1G43970
AT1G43990
AT1G43995
AT1G43997
AT1G44010
AT1G44030
AT1G44040
AT1G44045
AT1G44060
AT1G44070
AT1G44075
AT1G44080
AT1G44085
AT1G44110
AT1G44140
AT1G44191
AT1G44224
AT1G44286
AT1G44370
AT1G44382
AT1G44478
AT1G44500
AT1G44510
AT1G44570
AT1G44575
AT1G44580
AT1G44641
AT1G44707
AT1G44850
AT1G44860
AT1G44870
AT1G44875
AT1G44880
AT1G44895
AT1G44935
AT1G44940
AT1G44941
AT1G44980
AT1G44990
AT1G45010
AT1G45020
AT1G45030
AT1G45035
AT1G45040
AT1G45063
AT1G45070
AT1G45080
AT1G45100
AT1G45163
AT1G45165
AT1G45190
AT1G45191
AT1G45211
AT1G45215
AT1G45221
AT1G45223
AT1G45225
AT1G45227
AT1G45236
AT1G45256
AT1G45403
AT1G45474
AT1G45616
AT1G45760
AT1G45832
AT1G45904
AT1G46048
AT1G46192
AT1G46264
AT1G46336
AT1G46408
AT1G46480
AT1G46552
AT1G46624
AT1G46696
AT1G46840
AT1G46912
AT1G46984
AT1G47220
AT1G47265
AT1G47280
AT1G47317
AT1G47320
AT1G47350
AT1G47360
AT1G47370
AT1G47389
AT1G47390
AT1G47435
AT1G47440
AT1G47450
AT1G47460
AT1G47465
AT1G47470
AT1G47485
AT1G47495
AT1G47497
AT1G47520
AT1G47540
AT1G47595
AT1G47606
AT1G47610
AT1G47620
AT1G47625
AT1G47650
AT1G47655
AT1G47657
AT1G47660
AT1G47680
AT1G47690
AT1G47695
AT1G47700
AT1G47730
AT1G47760
AT1G47765
AT1G47770
AT1G47780
AT1G47783
AT1G47786
AT1G47790
AT1G47800
AT1G47810
AT1G47813
AT1G47845
AT1G47880
AT1G47885
AT1G47915
AT1G47920
AT1G47930
AT1G47940
AT1G48010
AT1G48070
AT1G48095
AT1G48130
AT1G48180
AT1G48190
AT1G48250
AT1G48285
AT1G48290
AT1G48325
AT1G48340
AT1G48355
AT1G48422
AT1G48530
AT1G48590
AT1G48660
AT1G48680
AT1G48725
AT1G48730
AT1G48750
AT1G48800
AT1G48810
AT1G48910
AT1G48912
AT1G48940
AT1G48990
AT1G49005
AT1G49010
AT1G49015
AT1G49030
AT1G49060
AT1G49070
AT1G49080
AT1G49090
AT1G49100
AT1G49110
AT1G49120
AT1G49150
AT1G49190
AT1G49200
AT1G49205
AT1G49210
AT1G49220
AT1G49225
AT1G49230
AT1G49260
AT1G49270
AT1G49290
AT1G49330
AT1G49370
AT1G49420
AT1G49435
AT1G49440
AT1G49470
AT1G49570
AT1G49640
AT1G49680
AT1G49715
AT1G49770
AT1G49790
AT1G49800
AT1G49810
AT1G49830
AT1G49860
AT1G49870
AT1G49920
AT1G49930
AT1G50050
AT1G50060
AT1G50080
AT1G50090
AT1G50160
AT1G50210
AT1G50220
AT1G50280
AT1G50325
AT1G50330
AT1G50340
AT1G50350
AT1G50470
AT1G50530
AT1G50650
AT1G50680
AT1G50690
AT1G50720
AT1G50732
AT1G50735
AT1G50820
AT1G50830
AT1G50850
AT1G50860
AT1G50870
AT1G50880
AT1G50900
AT1G50960
AT1G50980
AT1G50990
AT1G51000
AT1G51010
AT1G51020
AT1G51030
AT1G51040
AT1G51050
AT1G51055
AT1G51085
AT1G51150
AT1G51172
AT1G51175
AT1G51210
AT1G51220
AT1G51230
AT1G51240
AT1G51250
AT1G51260
AT1G51290
AT1G51300
AT1G51320
AT1G51355
AT1G51400
AT1G51402
AT1G51410
AT1G51440
AT1G51802
AT1G51823
AT1G51870
AT1G51880
AT1G51900
AT1G51910
AT1G51970
AT1G51990
AT1G52010
AT1G52030
AT1G52040
AT1G52085
AT1G52087
AT1G52090
AT1G52100
AT1G52110
AT1G52130
AT1G52180
AT1G52190
AT1G52191
AT1G52210
AT1G52211
AT1G52220
AT1G52230
AT1G52440
AT1G52460
AT1G52470
AT1G52490
AT1G52495
AT1G52603
AT1G52610
AT1G52680
AT1G52695
AT1G52696
AT1G52770
AT1G52800
AT1G52827
AT1G52830
AT1G52840
AT1G52850
AT1G52857
AT1G52920
AT1G52940
AT1G52942
AT1G52950
AT1G52960
AT1G52970
AT1G53010
AT1G53020
AT1G53070
AT1G53130
AT1G53160
AT1G53250
AT1G53260
AT1G53265
AT1G53282
AT1G53285
AT1G53325
AT1G53360
AT1G53366
AT1G53370
AT1G53610
AT1G53630
AT1G53635
AT1G53655
AT1G53690
AT1G53705
AT1G53708
AT1G53815
AT1G53930
AT1G53935
AT1G53940
AT1G53945
AT1G53970
AT1G53980
AT1G54035
AT1G54215
AT1G54230
AT1G54240
AT1G54300
AT1G54400
AT1G54420
AT1G54430
AT1G54445
AT1G54470
AT1G54475
AT1G54550
AT1G54620
AT1G54640
AT1G54700
AT1G54720
AT1G54750
AT1G54760
AT1G54775
AT1G54780
AT1G54790
AT1G54820
AT1G54860
AT1G54905
AT1G54923
AT1G54926
AT1G54950
AT1G54953
AT1G54955
AT1G54957
AT1G54980
AT1G54985
AT1G55010
AT1G55030
AT1G55035
AT1G55060
AT1G55070
AT1G55100
AT1G55152
AT1G55220
AT1G55221
AT1G55260
AT1G55330
AT1G55335
AT1G55365
AT1G55400
AT1G55410
AT1G55546
AT1G55550
AT1G55560
AT1G55570
AT1G55600
AT1G55604
AT1G55640
AT1G55650
AT1G55670
AT1G55673
AT1G55700
AT1G55710
AT1G55755
AT1G55770
AT1G55917
AT1G55928
AT1G55945
AT1G55947
AT1G55950
AT1G56030
AT1G56105
AT1G56170
AT1G56225
AT1G56233
AT1G56270
AT1G56360
AT1G56380
AT1G56385
AT1G56390
AT1G56400
AT1G56415
AT1G56418
AT1G56530
AT1G56553
AT1G56555
AT1G56580
AT1G56605
AT1G56620
AT1G56640
AT1G56650
AT1G57550
AT1G57565
AT1G57570
AT1G57580
AT1G57613
AT1G57690
AT1G57710
AT1G57740
AT1G57750
AT1G57760
