"","ERF056.log2FC","ERF056.padj"
"AT1G71080",0.292573056796292,0.0460210868185871
"AT1G71220",-0.971882189821942,6.58240116561624e-19
"AT1G71390",4.76997658767348,0.0118934625471011
"AT1G71400",-0.342359556892916,0.0187541098521416
"AT1G71692",-1.61624469613075,0.0171263206507844
"AT1G71697",0.909832839588362,5.95517616546434e-12
"AT1G71730",-0.502239418973948,0.039545336129847
"AT1G71866",-1.18740604011897,0.0187334507567944
"AT1G71940",1.03290324703143,8.22894466570443e-09
"AT1G71960",-1.14655694225965,0.000183870522401177
"AT1G72020",-0.66814980933978,6.30873825394215e-05
"AT1G72040",0.868137188232759,8.2299611868127e-06
"AT1G72120",-0.400502013033198,0.0353445545007842
"AT1G72131",2.88410415344923,0.0151628813189411
"AT1G72150",-0.726265382716839,1.54885222798281e-06
"AT1G72160",-0.558967407275031,0.00132240878264704
"AT1G72330",0.366453784783853,0.0420704444521876
"AT1G72416",-1.02155763310485,0.00012416759848032
"AT1G72430",-0.933599533696091,0.00228818777628279
"AT1G72500",-0.39377127008414,0.0480660797269053
"AT1G72510",0.45414217396358,0.00412409718494775
"AT1G72680",-0.965409013209942,2.85551815096469e-12
"AT1G72720",-0.719891023243731,0.0054289517118492
"AT1G72750",-0.413409559003693,0.000122639313218251
"AT1G72800",1.13770941981281,8.19616194827453e-10
"AT1G72810",1.91805557147872,3.78209209092642e-14
"AT1G72880",0.421261345863157,0.00101616030266784
"AT1G73240",0.490671563312526,0.000683609308784526
"AT1G73260",-0.835297528131007,7.98293452615036e-05
"AT1G73350",0.523761532520605,0.00161928640793896
"AT1G73390",0.445280828706185,0.00362033322420342
"AT1G73410",0.755483245041461,0.0494690419707128
"AT1G73440",0.636250842856874,0.0452643147717385
"AT1G73640",-2.08654723014854,1.24560388510359e-05
"AT1G73750",1.41514016397533,2.06214658604386e-18
"AT1G73780",-2.31345313893228,0.000510222397124713
"AT1G73810",-0.727766404915336,3.74824837134486e-08
"AT1G73875",0.725531055438916,0.0075103272981205
"AT1G73885",-0.749936656251057,0.0190052469492834
"AT1G73965",-1.20926148747952,0.000603511531039574
"AT1G74010",-0.506512206197959,5.79309189915105e-06
"AT1G74020",-0.313656569596036,2.83074419125419e-05
"AT1G74030",-0.906648952759179,2.4340943493729e-18
"AT1G74100",-0.559057516259572,0.00774248464409933
"AT1G74210",-0.570527374630735,0.0181753168214646
"AT1G74250",0.413285652346704,0.00481559832082868
"AT1G74290",-1.29847068867577,0.00719669805845828
"AT1G74300",-0.763498619219122,0.0450801853721199
"AT1G74458",-1.85759491151267,0.00710338266418977
"AT1G74560",0.585873810899772,5.65359356500929e-05
"AT1G74750",0.530352712270126,0.0486440523734681
"AT1G74830",-0.924033916142442,0.0176703640530789
"AT1G74840",-0.889994069924801,8.09120192989343e-15
"AT1G74900",-0.808827816524457,0.0371714217707696
"AT1G74910",-0.606260309024899,0.00730461024585366
"AT1G74920",-0.713503463842535,1.33994708834047e-06
"AT1G75080",-0.314214688939513,0.00897096787415189
"AT1G75170",-0.416331797772767,0.00037594249898935
"AT1G75220",-0.275317659052539,0.048516758376318
"AT1G75270",-0.709993456062002,0.00354534686618321
"AT1G75330",-0.518687511738475,0.000127495795928325
"AT1G75380",-0.35708851052511,0.00227252897340271
"AT1G75390",-0.562279241776665,0.00112403826260744
"AT1G75450",-1.20441663119877,4.91907720738506e-12
"AT1G75540",-0.37512068081991,0.0122905976302871
"AT1G75600",1.47609060430869,8.49334461111970e-09
"AT1G75630",-0.717026830914673,0.00147094341798657
"AT1G75680",-1.04622138463322,0.0167615188536805
"AT1G75690",-0.843574520321783,0.00107537265594334
"AT1G75750",-1.42742634241385,2.82124274656774e-05
"AT1G75860",0.351466111854985,0.0201130672034462
"AT1G75980",0.818486127641622,0.0256824864540005
"AT1G76020",2.1097257574403,0.00120832427652031
"AT1G76030",-0.473561282670422,3.05278193664758e-09
"AT1G76040",-0.523894977301819,0.00721216437617251
"AT1G76160",0.322304136818995,0.00646504326626783
"AT1G76185",1.2590375217388,7.20074728674785e-06
"AT1G76200",-0.57403977080037,3.42609150652229e-05
"AT1G76270",0.596728747690634,0.0179190803970167
"AT1G76350",-0.387730845193791,0.00858057029777519
"AT1G76380",-0.389547769916856,0.0132744467119889
"AT1G76470",-1.64030521515859,0.00495027053526708
"AT1G76490",-0.670337860430807,2.80951423621663e-06
"AT1G76520",-0.574135054729657,0.047928224146618
"AT1G76550",-0.485445819460879,0.0420704444521876
"AT1G76680",-0.701223422728874,0.00124871309646054
"AT1G76690",-0.567908458209308,0.0164300201141673
"AT1G76790",-0.878887569089638,1.49014444533025e-06
"AT1G76850",-0.337890677474629,0.00345158030240241
"AT1G76930",-1.10121475450767,1.83330770114174e-09
"AT1G76965",0.73520825592463,0.0244260343629638
"AT1G76970",0.309683381935906,0.00121926226666018
"AT1G77020",-0.590279867155164,0.0351881626887071
"AT1G77030",-0.432646255781719,0.00293289231014356
"AT1G77080",0.321294612958976,0.0335986743250225
"AT1G77450",-0.918259191575656,1.26440746515773e-08
"AT1G77470",0.369193001344815,0.0450363591508782
"AT1G77610",-0.388805708939884,0.0269792267919332
"AT1G77680",1.95881553302672,4.98251591443853e-31
"AT1G77690",-3.42681466807952,0.0341811814647941
"AT1G77700",2.47230037317178,0.00416176939642366
"AT1G77710",-0.402426358671146,0.045974756823458
"AT1G77720",0.530739592218575,0.015675126296082
"AT1G77730",1.42501410573919,0.000139455640547093
"AT1G77740",1.26505916406037,5.63058405551885e-20
"AT1G77760",-0.805958987262313,7.35310769926525e-07
"AT1G77770",0.527482494370533,4.71390202803825e-05
"AT1G77930",0.744483115683729,0.000174528619530491
"AT1G78060",-0.967354441973417,2.83229474307822e-05
"AT1G78100",-0.782152617846291,5.57164558965354e-11
"AT1G78130",0.88577181665661,5.719072364188e-08
"AT1G78140",0.502703283564298,0.0258505457934083
"AT1G78150",0.517004719303822,6.18901419814676e-05
"AT1G78160",1.33603846817899,0.0255009668012756
"AT1G78230",-0.418063852270382,0.000795016243309663
"AT1G78310",-0.455096141862362,0.0336241969708452
"AT1G78380",-0.646769692914194,0.000227956510111031
"AT1G78510",0.863500587776306,0.0228846615688582
"AT1G78570",-0.576833433917358,5.36071863792192e-09
"AT1G78580",-0.480574707982852,0.00432536296222544
"AT1G78660",-0.419965383526864,0.0109284818302606
"AT1G78680",-0.327780198083772,0.0345415960809257
"AT1G78700",1.41529382121381,4.84879457355568e-14
"AT1G78760",-1.32436567859911,0.0357358152560403
"AT1G78780",-0.526021001477586,3.34191325157507e-05
"AT1G78810",0.697099328788418,0.0285556477212341
"AT1G78860",-0.63222635417192,0.0288177561704806
"AT1G78900",-0.704971554049524,1.13533738678178e-27
"AT1G78920",-0.441359008872527,6.65644816956327e-05
"AT1G79010",-0.406162527113275,0.00708342045374029
"AT1G79150",0.590821660274256,4.68937572003036e-05
"AT1G79160",-0.300415340375978,0.0254837534718874
"AT1G79180",-0.796178311929919,5.63330522918528e-06
"AT1G79220",-0.79930854941938,0.0382024289309048
"AT1G79230",-0.425064203944658,1.03320462326857e-06
"AT1G79310",-0.851772411216356,8.0180169542099e-13
"AT1G79340",-0.401795540539957,9.26024231799788e-06
"AT1G79440",-0.578489377915924,1.89982944507839e-06
"AT1G79450",0.449935834265042,0.0363929036115928
"AT1G79470",0.637756209515386,0.00301375075283132
"AT1G79510",0.482459710111312,0.0480770107601312
"AT1G79530",-0.645516053981578,2.88588594193827e-19
"AT1G79550",-0.944745331049502,4.28195526010901e-24
"AT1G79580",2.86430139072738,3.79434997128213e-05
"AT1G79600",0.295124112855885,0.0446063156027574
"AT1G79610",0.387061067193907,3.19026169916725e-05
"AT1G79670",-0.507547162641054,0.0064379124956721
"AT1G79680",-0.77717137082261,0.00641038003424633
"AT1G79690",-0.632790096011043,9.14239660887619e-14
"AT1G79710",-0.629124596825347,0.000109297143725197
"AT1G79720",-0.642659599564999,7.5823085082172e-06
"AT1G79790",0.56957795113444,0.0354942313364837
"AT1G79910",-0.662829416364422,0.0135063263802637
"AT1G79920",-0.449587032654234,0.00658179063204388
"AT1G79950",0.361930266796778,0.00268635420285196
"AT1G80020",-0.306006256591346,0.0315402848569926
"AT1G80180",-0.735117045179203,0.0270242569562334
"AT1G80230",-0.420815474163852,0.026615249648289
"AT1G80240",-0.447195402109984,0.00311013664576833
"AT1G80260",-0.373853409250643,0.0393280535750254
"AT1G80270",0.759522857486994,0.0103429931058449
"AT1G80300",-0.335003856219397,0.0337667796950091
"AT1G80360",-0.893303683208846,5.77737491535925e-12
"AT1G80600",-0.453893262909754,7.34485847445158e-05
"AT1G80660",1.22962437209637,1.82775069502273e-05
"AT1G80670",0.922494652112997,4.04014221302616e-08
"AT1G80710",0.847115308204253,0.0314929831013381
"AT1G80720",1.01512075431443,0.00678013538554021
"AT1G80800",-0.549305150745384,0.00255376887923571
"AT1G80820",-0.31934332875142,0.00181635724291233
"AT1G80830",-0.385685292906286,0.013909503205721
"AT1G80950",-0.543127354736483,0.00236331591052106
"AT1G80970",3.1116976049173,0.0160903376301911
"AT2G00940",-2.77003488161056,0.0433963713032866
"AT2G01130",-0.486852292264412,0.000313794593681944
"AT2G01140",-0.731178691492845,1.15181615859651e-12
"AT2G01150",-0.819676353843397,0.000258397460045692
"AT2G01170",0.562065871765593,0.000420917677467531
"AT2G01220",0.295454819709375,0.0188973585100894
"AT2G01290",1.90469440777649,5.52721135232295e-07
"AT2G01300",0.993685184580122,1.21853229886219e-11
"AT2G01340",-1.57304229514917,5.83964394373536e-23
"AT2G01350",-0.586393530041022,8.98875299472482e-12
"AT2G01360",-2.69520152055475,0.002882339952429
"AT2G01430",-0.669145474367643,2.34869005976143e-05
"AT2G01470",-0.447185793077147,7.91384497207952e-06
"AT2G01490",-0.43008016893154,5.05523880776663e-05
"AT2G01550",0.597002948993287,0.0460531337216732
"AT2G01600",-0.356221578005015,1.45078280679018e-06
"AT2G01640",0.676250301807005,0.019123967769957
"AT2G01660",-0.573135994153052,0.0288891231509258
"AT2G01670",-0.665416036077307,4.5543959337429e-09
"AT2G01690",-0.21842945647961,0.0338603845086097
"AT2G01730",1.32634141920342,0.00160437018152911
"AT2G01818",-0.987103256016282,0.00620809009224622
"AT2G01880",-0.462879576867181,0.0214195620923573
"AT2G02010",-0.987002950512857,1.58404092771512e-05
"AT2G02040",-0.447264424511792,0.00244871012778581
"AT2G02050",-0.369712744067047,0.0183077166919691
"AT2G02090",0.435145711234696,0.00213485282028584
"AT2G02100",-1.71935174257845,8.61141684019854e-14
"AT2G02220",-0.535820260600476,2.7204532500939e-05
"AT2G02240",1.25038886429481,0.00668476346583347
"AT2G02300",1.11073656647568,0.0157194246099318
"AT2G02350",0.455061800569776,0.0482114552091068
"AT2G02390",-1.03379423378063,3.52415224713319e-28
"AT2G02510",-0.734676329566805,0.000160937728072642
"AT2G02730",0.344887904111237,0.0312477735335301
"AT2G02800",-0.407704758393807,7.01974062537348e-05
"AT2G02850",-1.85903094689698,3.82633604362309e-17
"AT2G02860",-0.35266950638537,0.000257320099005991
"AT2G02870",-0.444362874511388,0.000217969239613916
"AT2G02890",-1.15950680030134,0.0455413980244486
"AT2G02930",-1.46700636843009,1.24787364438477e-17
"AT2G02955",0.85585702704891,0.00276398944365841
"AT2G03060",1.17048462565244,0.00322693018628504
"AT2G03210",-1.05513559024729,0.00240995073917077
"AT2G03220",-1.00467741644744,9.65282702158291e-08
"AT2G03360",-1.18750589657898,1.4476982236385e-05
"AT2G03500",-0.919622453659018,0.00348416683413431
"AT2G03530",-0.65506004152074,0.000326703693970324
"AT2G03670",0.59035048040924,0.00756106173057156
"AT2G03680",-0.781654641863494,5.94130561364678e-09
"AT2G03820",0.302384604552555,0.00641051075440554
"AT2G04050",-0.730880441994342,0.00196369687536522
"AT2G04230",0.803607376429006,0.0194345495930609
"AT2G04305",-0.5419733940228,0.000177365187207204
"AT2G04350",-0.349500120042543,0.000317565532487416
"AT2G04360",-0.329191727276334,0.0385355140448366
"AT2G04400",-0.409544521785737,0.000489158699843671
"AT2G04630",0.452108229310066,0.0338467524778364
"AT2G05185",0.990818582810094,0.000154463851280315
"AT2G05450",-4.40768894059095,0.0230504744560121
"AT2G05580",-1.31556487916768,7.36223577933048e-06
"AT2G05590",0.33899248232409,0.0363905807560528
"AT2G05710",-0.692340041147315,3.51593372039042e-20
"AT2G05830",-0.789937505506298,3.73528503652303e-08
"AT2G05910",0.43981111907777,0.0377510245009277
"AT2G05920",-0.378523275445276,0.0308012653924299
"AT2G06025",0.315051011182779,0.00957948352232491
"AT2G06045",-0.772245152858841,5.30240157772802e-06
"AT2G07050",-0.472648239244246,8.72762027219014e-06
"AT2G07340",1.04647983743997,0.00629312090423735
"AT2G07360",-0.465626626810036,4.68598480245731e-07
"AT2G07680",-1.08908994407166,0.0133593087427279
"AT2G10950",-0.364918219055781,0.0122881268343065
"AT2G11810",0.660083247156238,0.0185309669962007
"AT2G12190",-0.796984111438257,0.000264091262081445
"AT2G12400",-0.485762889223827,0.000314997505242761
"AT2G13540",-0.321584841661518,0.00407138696784913
"AT2G13560",-0.572785286365195,1.64086315012373e-11
"AT2G13640",-1.19365568819498,0.000474417957211314
"AT2G13650",-0.846382051350827,6.69229442989547e-09
"AT2G14170",-0.480245216191034,0.000444834652084538
"AT2G14460",1.8098160938304,0.000405145478507664
"AT2G14740",-0.35208738086147,0.00986527352030022
"AT2G14750",-0.581961645559204,0.00164990241420159
"AT2G15310",-0.922689739209498,5.22779666029987e-05
"AT2G15480",-0.781618041991289,2.22377278228427e-09
"AT2G15490",-0.706868893744203,6.94384366271733e-08
"AT2G15620",-0.365567352241754,0.0075103272981205
"AT2G15650",0.833363761958424,0.00782916829625659
"AT2G15760",-0.987463496160763,4.26951738233221e-05
"AT2G15780",-1.02062473958369,0.00138031884034876
"AT2G15960",4.98914177398728,9.01906933699216e-17
"AT2G16500",-0.350510336557752,0.0466271327972633
"AT2G16530",-0.548330208673564,0.00495027053526708
"AT2G16630",-1.01790935607508,0.00241465163087913
"AT2G16660",-0.860203767525585,4.04431298997497e-14
"AT2G16720",0.937016542463598,2.16477167830809e-10
"AT2G16740",-0.98821979824427,0.0027447227253812
"AT2G16750",1.09302808825517,0.0291350538772207
"AT2G16900",-0.34418371731736,0.000163853335426024
"AT2G16980",-1.07136280598172,0.00262279202004039
"AT2G17010",2.82810177834681,0.005527865668201
"AT2G17120",-0.431761715743853,0.0020100101442703
"AT2G17130",-0.475306075005192,0.00311787745339703
"AT2G17200",-0.235009570555615,0.00892041199639058
"AT2G17220",-0.372142168581986,0.00132500784136002
"AT2G17230",-1.65617721728779,2.80566492068938e-08
"AT2G17265",-0.767143106888533,0.000200606652431699
"AT2G17420",-0.480769372385463,7.58222772307091e-05
"AT2G17440",-0.276331519691395,0.0406331456425238
"AT2G17450",1.10174519651343,9.67840526212939e-11
"AT2G17480",-0.250734819642698,0.0089319797698964
"AT2G17550",-0.674706197504725,0.0496676993668552
"AT2G17560",-0.503976357673985,0.00202969849748765
"AT2G17710",0.399570583669646,0.0440345940061288
"AT2G17760",-0.196485221171915,0.0389148559485704
"AT2G17840",-0.39759645267877,0.0124184297248079
"AT2G17870",0.354469852476067,0.00506177419806997
"AT2G18000",0.504512284336609,0.0462535552305041
"AT2G18050",1.00544724504763,5.10483292087335e-05
"AT2G18115",-0.990548494900339,0.0163315288162244
"AT2G18196",-1.0175178399357,1.9372815803336e-08
"AT2G18200",-1.79352322683732,0.00231048315976946
"AT2G18220",0.505239798554679,0.00213485282028584
"AT2G18280",-0.435631508972665,0.0300998877864875
"AT2G18330",0.538588858026898,0.00412409718494775
"AT2G18360",1.59432439283181,0.048805919672739
"AT2G18370",0.522921918420051,0.0260256811713283
"AT2G18600",0.51659185892558,0.0166784400642049
"AT2G18700",0.356143427311082,0.0390739950874347
"AT2G18730",-0.278846960138294,0.00219640810447443
"AT2G18760",0.587800483818949,1.56388500419426e-05
"AT2G18900",0.363955416592051,0.0117877095462386
"AT2G18915",0.647023969622355,6.09250539011792e-06
"AT2G18960",-0.555168266058605,7.14358389707316e-08
"AT2G19090",-0.428910336932122,0.042309203369942
"AT2G19110",-0.449158069584755,0.000305901251069482
"AT2G19310",-0.850103837621443,0.00386748677589091
"AT2G19480",0.308281914902088,0.000280494507275391
"AT2G19540",0.281135975693404,0.0315967035029331
"AT2G19570",-1.09710109223647,7.50814209575986e-32
"AT2G19590",-0.922262831912019,0.0425411859117199
"AT2G19710",-0.360457875744455,0.00610404813931746
"AT2G19800",-0.377377828909605,0.0217733411616343
"AT2G20080",2.06997037432964,0.0263642175500519
"AT2G20130",-0.366303833606493,0.00558355425759945
"AT2G20140",-0.562454124230664,0.000266128241331999
"AT2G20350",-2.690912283867,0.000828432596814946
"AT2G20360",-0.712738838292069,1.13759613932642e-13
"AT2G20370",0.695261069979673,3.32326564918787e-07
"AT2G20420",-0.475768042145991,1.70771894554558e-06
"AT2G20450",0.585751553049222,0.0107712822829818
"AT2G20470",1.77022140455567,0.00678013538554021
"AT2G20490",0.583104691835817,0.0236251910985071
"AT2G20495",1.31122157444037,2.45393861245821e-12
"AT2G20500",1.01706913013383,9.30507879966346e-08
"AT2G20560",-0.550295612273828,0.0344682483598737
"AT2G20590",2.79272262063935,0.038217088851389
"AT2G20610",-0.476738206534177,0.00447759392894943
"AT2G20720",1.16957734030849,0.0450160589822484
"AT2G20725",-0.625060837356751,0.0054152007050528
"AT2G20740",-0.452815611921721,0.0086663620182325
"AT2G20790",-0.388405027997056,0.0236213929392141
"AT2G20820",-0.509158944322317,0.000534779071234279
"AT2G20880",3.89783767211948,3.59269014386383e-08
"AT2G20920",0.727139216835506,1.8858885132518e-05
"AT2G20980",-0.934464913864493,0.0308012653924299
"AT2G20990",-0.202975843774823,0.0340510004071374
"AT2G21050",1.50470820147731,7.16071684402284e-06
"AT2G21060",0.77091111502448,4.96311996527883e-08
"AT2G21170",-0.888337831970909,1.4136792224988e-13
"AT2G21230",0.369376924527993,0.0343452658405645
"AT2G21250",-0.653397408351005,0.000233622235686036
"AT2G21300",0.966618749830499,3.19309245469279e-08
"AT2G21410",-0.548401125149256,6.93754424689273e-07
"AT2G21440",0.350649085625695,0.0160466744963794
"AT2G21710",1.41147563851631,0.014014046349831
"AT2G21790",0.717283917605193,1.16322298155259e-08
"AT2G21870",-0.700583250850232,8.00954157737931e-08
"AT2G21880",-1.23957751246259,0.0420890096390214
"AT2G21940",-0.358207742848518,0.0242999083918436
"AT2G22190",-1.32188920645662,3.60943020025501e-05
"AT2G22200",12.4555051609437,6.99015147234244e-48
"AT2G22250",-1.11415632156524,8.31881221676597e-14
"AT2G22310",-0.797132715921836,0.00112744333659974
"AT2G22450",0.780750331842788,0.00532686602859266
"AT2G22470",-0.761986530928444,3.89136760989058e-14
"AT2G22480",-0.710292531957559,1.68348362469536e-09
"AT2G22560",0.35455739255786,0.0171797124369026
"AT2G22680",-0.653157329384493,5.07363553337645e-07
"AT2G22770",-1.15314465515622,2.74159735497993e-05
"AT2G22780",-0.570064370563245,1.69321388315351e-10
"AT2G22850",-0.793148733518231,0.0114396514468193
"AT2G22860",-0.680108007060198,1.97569972147476e-07
"AT2G22900",-0.690369526262665,0.00825796249861898
"AT2G22910",0.570365702574197,5.91985831011118e-06
"AT2G22970",-0.761276493214161,0.0141403656465461
"AT2G23080",0.453880607896391,0.00745909160495228
"AT2G23090",-0.473233949021365,0.000569331923447274
"AT2G23120",-0.386567409763855,0.00153847856872381
"AT2G23290",-0.547418720788719,0.00432536296222544
"AT2G23340",0.718051620859856,0.0463626598437896
"AT2G23350",0.375236885502688,0.0293471529795711
"AT2G23380",0.470466603737774,0.0270431508247963
"AT2G23420",-0.855732589591017,7.11267324607074e-09
"AT2G23430",0.7399571275532,0.0353594604306184
"AT2G23460",0.50392999337602,4.55600873335749e-05
"AT2G23560",-1.26120881193076,0.00301783948544614
"AT2G23673",-1.0329510966276,0.000837016987323849
"AT2G23760",1.48507570604855,0.00490870904385386
"AT2G23780",-0.400197145378002,0.0061679821063494
"AT2G23790",1.94358977166449,8.63623299801283e-23
"AT2G23808",-1.01683636907342,4.68300509372382e-05
"AT2G23810",-0.463584268323471,7.6659354378979e-07
"AT2G23890",0.395253613380288,0.0399640520309427
"AT2G23910",0.983016945099533,0.0100350936651553
"AT2G23980",-0.212599427920973,0.0311689812668341
"AT2G24050",0.671617234867176,6.76504154613360e-09
"AT2G24130",-1.42265076028237,2.20169384436231e-24
"AT2G24170",1.15036000061484,0.00173572040016175
"AT2G24180",-0.392036691713974,6.30595718665338e-06
"AT2G24195",-1.4122553150718,0.000170235134276924
"AT2G24200",-1.083175866664,2.06746210855285e-24
"AT2G24255",4.11152047732805,0.00714218815990362
"AT2G24260",-0.710264475865442,2.80777297063907e-07
"AT2G24330",-0.289451005530441,0.00391896397773727
"AT2G24420",0.292405773046805,0.0252148990485504
"AT2G24500",0.366347492501246,0.00826009959341865
"AT2G24570",-0.791808299434589,9.55231409696444e-09
"AT2G24750",0.699773644058247,0.0343452658405645
"AT2G24760",0.817988359655839,0.00387674678749191
"AT2G24790",-0.556989048495704,0.0225172120090613
"AT2G24940",-0.766444711699824,9.62618439181753e-06
"AT2G24960",0.564024831181482,0.0331270288287488
"AT2G24990",0.542383208197655,0.00974224644332702
"AT2G25050",0.607242176541332,0.0337430946354844
"AT2G25140",-0.642582966587785,0.0174934229477811
"AT2G25200",-0.921951334438573,0.000256709884171275
"AT2G25250",-0.850975701623229,0.000613372384452842
"AT2G25290",0.614613076023016,0.00315553714563047
"AT2G25450",-0.81061515966249,0.000329946251354687
"AT2G25470",-1.52633107157484,0.032909067419143
"AT2G25490",-0.501248131606363,0.000545368679638332
"AT2G25520",-0.477426348357751,0.00511241406759808
"AT2G25590",0.553422670710106,4.47495438510588e-06
"AT2G25660",0.37198003911967,0.0403644852684452
"AT2G25790",-0.781141507043415,7.55495875941395e-06
"AT2G25800",-0.379975064642737,0.00710356982214805
"AT2G25910",-0.568765319359137,1.77593741611688e-08
"AT2G25920",-0.815616231593285,0.00161930514732052
"AT2G25940",0.951825966846008,0.00207194339756204
"AT2G26080",-1.06452832685334,8.5694316299434e-11
"AT2G26135",-0.639232625656579,0.0483589462194906
"AT2G26140",-0.381676931325228,0.000308258592367894
"AT2G26170",-0.455674085179105,0.0226557983037671
"AT2G26230",-0.723568029798131,3.60397919138468e-07
"AT2G26290",0.579645597626653,1.46057845222636e-06
"AT2G26300",-0.269119591966687,0.000905866228408221
"AT2G26370",-1.00618253395071,0.0031012995141692
"AT2G26450",-0.971391519189527,0.0364717294571487
"AT2G26455",-0.75144372098468,0.0316773584794917
"AT2G26570",0.372585649080933,0.00617350370230409
"AT2G26600",0.362539699227648,0.037230852753788
"AT2G26640",-0.583234018667326,0.01565812412577
"AT2G26670",0.427948704154944,0.0339251908929279
"AT2G26740",-0.503048641626142,0.00856532851662796
"AT2G26890",-0.332375112246947,0.00780285057536719
"AT2G26930",-0.896491023870738,0.00593604972101247
"AT2G27020",0.290690166072004,0.00658635738089476
"AT2G27080",-0.531114700856926,5.34818810540786e-06
"AT2G27120",-1.33938536585835,0.000140191152932127
"AT2G27150",-0.290178770157489,0.0225068421283913
"AT2G27300",1.17709234549554,0.0152446673180952
"AT2G27440",-1.324046632093,0.04613873261958
"AT2G27450",-0.871496338848869,9.62601015523408e-09
"AT2G27460",-0.442027368230332,0.0481421091438643
"AT2G27490",0.470082179607463,0.00572486423633158
"AT2G27500",-0.3916617267266,0.0115532344531859
"AT2G27510",-0.6784959396867,6.75136669922717e-06
"AT2G27550",-1.68140400395062,1.64599897803729e-07
"AT2G27730",-0.402952681877616,0.0336163668892776
"AT2G27760",0.362562483618551,0.033894254141736
"AT2G27820",-0.970283344734875,0.00423005704865113
"AT2G27830",-0.505150345497324,0.000148680813975972
"AT2G27950",0.388536896142614,0.00418848166117625
"AT2G28080",-0.796962211023472,0.000840434336193446
"AT2G28190",-0.763542797422776,5.21289252561695e-08
"AT2G28200",0.936736010746958,0.00236643845791334
"AT2G28305",-0.739448984286326,1.19222666144516e-06
"AT2G28500",-1.14951699854204,5.22687578054352e-19
"AT2G28510",-0.630094661783913,3.89733489510336e-06
"AT2G28600",0.59647645436083,0.00996019613075101
"AT2G28650",1.05935909412786,1.79776948943643e-10
"AT2G28680",2.95242863479878,0.0484478452258164
"AT2G28720",1.40079193375667,5.77406351198053e-09
"AT2G28760",-0.490254051882945,0.0333017845243541
"AT2G28890",-0.51171851735049,0.00415952568715489
"AT2G28900",-0.502392776873347,0.0271349161222145
"AT2G29060",-0.735656455528412,0.00423108214512045
"AT2G29200",0.352948179995503,0.0487062690133635
"AT2G29350",-1.52687679150268,0.0258505457934083
"AT2G29390",-0.491520422445338,0.0116570452295269
"AT2G29400",-0.419762954587911,0.000673577648035513
"AT2G29420",-0.721464029618853,2.02615126974553e-10
"AT2G29460",-0.561135329411919,2.54626479378007e-08
"AT2G29470",-0.756676072984042,6.96598476280625e-05
"AT2G29490",-0.361460242843722,0.0393691140574535
"AT2G29525",0.58509700437856,0.0426639012217083
"AT2G29550",-0.800293014835312,2.10395013046066e-05
"AT2G29730",2.08014589398355,0.000103829772853687
"AT2G29995",-0.442888666734975,0.00913486518346357
"AT2G30170",3.39946519794235,0.00155841748867004
"AT2G30200",0.796379742429755,0.0192479774131277
"AT2G30210",2.50772318548707,3.57106563774612e-06
"AT2G30230",1.53188852519838,3.68114153821354e-05
"AT2G30270",0.965653716233812,3.34191325157507e-05
"AT2G30340",1.408482484707,0.0495580499057454
"AT2G30360",1.01975777740097,2.57163330669182e-33
"AT2G30390",-0.577656254576353,0.0132004700111558
"AT2G30400",-0.612302965562413,0.000223527455424937
"AT2G30440",-0.201934751035999,0.0404343107844528
"AT2G30480",-0.670568016429831,0.0193870791926089
"AT2G30490",-0.795295840111586,6.23419527583774e-08
"AT2G30520",-0.772337971940196,0.00480735077381095
"AT2G30550",-0.31520287202832,0.0178971093500937
"AT2G30600",-0.286175877471358,0.0252901308896253
"AT2G30620",0.376537403235065,0.00248946385794341
"AT2G30720",-0.471924328973956,5.12477967634726e-06
"AT2G30800",0.406932144267474,0.0104752494553636
"AT2G30860",-1.26624848931127,0.000108949668776067
"AT2G30870",-0.382097140345643,0.0124555604921605
"AT2G30930",-0.866053361095063,5.60036506500843e-13
"AT2G30950",-0.340108550877091,0.0108283926899988
"AT2G31200",0.375791661731212,0.0150844090911513
"AT2G31210",1.26116570562826,5.43632860384441e-09
"AT2G31320",1.38442448070033,2.44994061370587e-21
"AT2G31350",-0.22634403489445,0.048978534221617
"AT2G31360",-0.59221814225018,0.00016925817651247
"AT2G31380",-0.814422228201917,0.00242565530560544
"AT2G31390",-0.937673980049243,5.41149374244759e-10
"AT2G31410",0.565500942588431,0.000950689775128018
"AT2G31560",0.951903250816869,0.00958172263676051
"AT2G31570",0.815942532295193,1.94436262849995e-05
"AT2G31670",-0.674221595710267,0.000126487052168795
"AT2G31720",3.41106734391409,0.0336241969708452
"AT2G31725",1.02993075481739,0.00328551555054965
"AT2G31800",0.462307181077451,0.000238397797944443
"AT2G31870",0.452707223844831,0.0192479774131277
"AT2G31900",1.25521506529849,4.92329504044711e-07
"AT2G31940",5.05650705788385,0.0213551454403765
"AT2G31945",0.908496141561708,0.014696167475333
"AT2G31955",-0.39741215692005,0.00110629692111024
"AT2G31960",-0.355405739339223,0.0115842175484093
"AT2G32080",-0.548765400252123,0.000109637591578117
"AT2G32170",-0.686002300622522,0.000573104202529353
"AT2G32240",0.598695215508943,2.78140505586545e-06
"AT2G32250",0.548682011051912,0.000845120767370747
"AT2G32320",0.251133969579166,0.0369319815630995
"AT2G32340",0.941013976784452,0.000178480422354612
"AT2G32400",-0.491332751567458,0.0252860425009249
