"","ERF056.log2FC","ERF056.padj"
"AT1G09460",-0.785923459934378,0.00211952833791656
"AT1G09570",-0.360994596638532,0.0336423488762084
"AT1G09700",0.712870310131967,0.00924462871679028
"AT1G09715",-0.652323590397722,0.0226805205853312
"AT1G09740",-0.32333998035079,0.0211442579441307
"AT1G09780",-0.624701622404679,9.30369645747928e-11
"AT1G09795",-0.422344955405255,0.0489366382351612
"AT1G09800",-0.594955945225499,0.000995830990751495
"AT1G09815",0.663803316362379,6.0392528523629e-05
"AT1G09850",-0.686871948206755,1.16992524867707e-05
"AT1G09860",-0.830138671977015,0.0365693757532122
"AT1G09960",-0.562378435613688,0.00438529414830461
"AT1G09965",-1.82509859904995,0.0496676993668552
"AT1G09970",-0.456680559769642,0.000444851629363391
"AT1G10040",0.742766818602118,1.98197276586295e-05
"AT1G10270",0.473905160046885,0.0187416034611474
"AT1G10310",-0.562718660986378,0.033894254141736
"AT1G10320",-0.455694968218296,0.00122960365354458
"AT1G10380",-1.32289827520928,0.0213340345781551
"AT1G10490",0.559837608927549,0.0166516450559615
"AT1G10610",0.926607348436832,0.012239206535589
"AT1G10670",-0.723463363568029,5.98387704934341e-06
"AT1G10700",-0.624306784937491,2.38456372557808e-08
"AT1G10720",0.29029504007081,0.0385443922423745
"AT1G10890",0.423284399781414,0.000974287117144654
"AT1G10950",-0.30979814064246,0.00697836273696152
"AT1G10960",-0.791657040515025,0.00714218815990362
"AT1G10970",-0.576132206858572,0.0279400791352441
"AT1G11100",0.501858418237956,0.00254196169126174
"AT1G11110",4.97924313179425,0.00633237774683602
"AT1G11210",-0.627065830051121,6.32819447240887e-06
"AT1G11260",-1.0969380033257,1.35041338588768e-15
"AT1G11330",-1.03169408529792,3.78673651929317e-07
"AT1G11580",-1.13847382556489,5.18111099697563e-16
"AT1G11650",-0.424245518214786,8.58506116110473e-08
"AT1G11820",0.851356374214001,0.00514483680448911
"AT1G11840",-0.793561681922278,3.82161960434985e-11
"AT1G11860",-0.764742602334672,0.00333557885464215
"AT1G11910",-0.250072461868651,0.000566699863282754
"AT1G11920",3.01474974064467,0.0165571385795049
"AT1G11925",-1.2510526884222,1.19120955504922e-19
"AT1G11930",-0.357194732497323,0.00566112706503167
"AT1G11960",-0.410068543717399,4.6636151918199e-06
"AT1G12000",-0.82280807256484,4.55638760109958e-09
"AT1G12020",2.38446718209741,1.27465709320321e-09
"AT1G12050",-0.745799003857014,1.72769907454169e-07
"AT1G12140",-0.474347553795793,2.82089919173102e-06
"AT1G12200",-1.22729873087438,1.74710257796331e-15
"AT1G12240",0.976469832101061,0.000802718534497608
"AT1G12280",0.804561172023417,0.0196186913611808
"AT1G12290",1.03884802089019,0.000153875252404095
"AT1G12330",-1.68843443557437,0.0190633814687342
"AT1G12410",0.37251150400633,0.0245242543996175
"AT1G12580",-0.266060763498764,0.00905461323994289
"AT1G12600",-1.2384831618962,4.0563992959493e-05
"AT1G12730",0.727556706073853,0.00539257363609697
"AT1G12740",1.25175243442035,0.00539257363609697
"AT1G12770",0.55287554588999,0.00816356182652967
"AT1G12840",-0.624739194122285,7.77538850613202e-11
"AT1G13120",0.95662483172287,5.51099252473148e-18
"AT1G13195",-0.419362275835545,0.00054945740567562
"AT1G13220",0.318634550807966,0.0340331499763869
"AT1G13250",4.50060628705409,7.42777513208201e-05
"AT1G13300",0.897954765408511,0.0124989669231691
"AT1G13320",-0.465234206792303,0.00307169645156583
"AT1G13350",0.349824254285479,0.00622420500032832
"AT1G13360",-0.649866103168142,0.0011027496289968
"AT1G13380",-0.609815693147308,0.0152146258431674
"AT1G13440",-0.737730736684683,7.04849710968035e-15
"AT1G13560",-0.344127479012724,0.0142598867758378
"AT1G13740",1.59014756895787,3.57848889124514e-07
"AT1G13810",0.613530170774923,0.0366849188773126
"AT1G13910",-0.890046741344929,8.10482604521263e-06
"AT1G14040",-0.739911803424906,0.00807672021372641
"AT1G14370",-0.200059631413633,0.0245646810648738
"AT1G14380",-0.920481403990621,1.2663772684825e-05
"AT1G14450",-0.982194859280166,0.0297631933277307
"AT1G14490",-1.07903647473113,6.39736522763571e-05
"AT1G14590",0.975492484855572,3.89618423064161e-07
"AT1G14640",0.605530009998794,0.0199477485876216
"AT1G14670",-0.505096099499344,0.00228818777628279
"AT1G14710",0.273990486114936,0.0499905513117541
"AT1G14720",0.905895090322291,3.04184190483935e-07
"AT1G14740",-0.244109640411262,0.00544251825449343
"AT1G14870",-0.573524229588644,5.187028207394e-05
"AT1G14890",-1.10822553954381,1.12347775736362e-11
"AT1G14990",-0.796564276330628,0.00776736009527124
"AT1G15080",-0.937712274937888,0.0283754939390158
"AT1G15100",1.10383645172794,3.89665570127275e-13
"AT1G15110",0.360851380486878,0.00226530758981785
"AT1G15120",-0.735664758559511,2.35267777290511e-05
"AT1G15140",0.670917151783998,0.000271655380420088
"AT1G15160",-0.634193275084698,0.042942593208609
"AT1G15210",-0.557109918875396,6.04004421853419e-05
"AT1G15250",0.520224213385906,0.0488948680712333
"AT1G15280",0.319312104722612,0.00180491025765654
"AT1G15340",0.428978499455533,0.000123376614503076
"AT1G15370",-0.476677472325517,0.041050886130568
"AT1G15385",2.1647728004784,2.57779793708845e-13
"AT1G15400",0.476533782864635,0.0109090157995334
"AT1G15420",0.492611813528806,0.000554909968305134
"AT1G15430",-0.43619037296925,0.0002257031348002
"AT1G15440",0.348057283346909,0.0159229788762397
"AT1G15530",1.90501583839742,2.94531675814654e-23
"AT1G15550",-1.56626571101788,0.0494504426144641
"AT1G15690",-0.375606412781272,0.00812556664285114
"AT1G15830",2.24398163783168,5.88155630673516e-10
"AT1G15860",0.320897267094506,0.049459159914097
"AT1G15940",0.523632509148222,0.000366576013003067
"AT1G15950",-0.506168226522827,0.000239476401240367
"AT1G16120",-0.481695518234493,0.0176545440116249
"AT1G16180",-0.352215540218801,0.000621541782202861
"AT1G16270",0.426220427391521,0.000388361156335659
"AT1G16280",0.636029309351835,0.0168791497081683
"AT1G16350",-0.630115737872518,0.00105304184494383
"AT1G16370",-0.87820296801693,5.7176667193706e-08
"AT1G16440",1.65766674001646,0.000211757290187447
"AT1G16700",-0.724764817311452,4.78530026952135e-05
"AT1G16810",0.423206322839429,0.0260066906363736
"AT1G16900",0.372021969438596,0.0140872083563337
"AT1G17090",0.678930358558542,0.0462984603861155
"AT1G17145",-0.423375135987473,0.00423108214512045
"AT1G17170",-0.806114320670829,5.94504405573954e-08
"AT1G17285",4.16918604672755,0.0183852056873703
"AT1G17290",0.303279724358609,2.37821853142771e-06
"AT1G17310",1.27246354592925,0.000191907047661866
"AT1G17330",0.755160673685767,0.00116098440300164
"AT1G17370",-0.424195147201445,0.00162248177748817
"AT1G17440",-0.499519952245378,1.03331522434617e-05
"AT1G17460",1.3041272735395,4.23135464373447e-12
"AT1G17520",0.71286646863045,1.19798119845025e-06
"AT1G17690",0.7462218256715,9.88440417200534e-09
"AT1G17745",-1.20659415589452,8.25477813593912e-12
"AT1G17840",-1.0741967526691,0.00544749749623822
"AT1G17850",-0.85960705476496,0.0371714217707696
"AT1G17860",-0.796630317572727,1.72573024524608e-06
"AT1G17950",0.985332627068124,0.000208042763179498
"AT1G17960",1.30025881583198,3.49616596476311e-12
"AT1G17970",-0.719377763494261,0.0434391735748501
"AT1G17980",-0.411919743280326,0.00237822606350479
"AT1G17990",-1.29950301422671,3.41325723089089e-05
"AT1G18020",-1.23890651105505,6.68737572716189e-05
"AT1G18060",-0.932498732224681,0.0307732510378992
"AT1G18090",0.577174814436518,0.0425770343410074
"AT1G18140",-1.50414068489214,3.8517599889451e-08
"AT1G18190",0.394454617253798,0.0150844090911513
"AT1G18270",-0.665400060726909,7.0930507652875e-14
"AT1G18330",-0.648489015450139,0.0139125746556989
"AT1G18335",0.458901863368681,0.0451711029820632
"AT1G18340",0.815635952658123,0.000815812354451237
"AT1G18460",1.02756914045737,3.11764738166534e-12
"AT1G18470",0.227590590319542,0.0214080495268326
"AT1G18560",0.833303176537735,0.00488271351985621
"AT1G18590",-1.56189204075797,5.23260904021092e-06
"AT1G18630",0.958775712994549,0.0269893620786069
"AT1G18640",-0.77887389884354,0.0291735078804365
"AT1G18670",-0.485341437100253,0.023945334077607
"AT1G18720",-0.389002040701504,0.00116679589710568
"AT1G18760",-1.61523392062838,0.0126370304884607
"AT1G18800",0.724099096392209,2.38703614624066e-06
"AT1G18880",-0.743799632450045,6.69890090713493e-08
"AT1G18950",0.364530875614066,0.0116931048270748
"AT1G19020",-0.678906133342914,2.86352784226106e-07
"AT1G19100",0.436747313033685,0.00269449630755739
"AT1G19130",-0.561668231929084,0.00421384555619142
"AT1G19180",-0.246509855279972,0.0015982981244647
"AT1G19200",-0.767720972778794,0.00716177139431695
"AT1G19230",0.354558017001631,0.0238161631676788
"AT1G19290",0.424498506279302,0.0322000987608757
"AT1G19380",-0.580039800706647,0.000109758021611406
"AT1G19396",0.845416648314872,0.0483589462194906
"AT1G19397",0.695072372023672,0.0176703640530789
"AT1G19400",0.92663673390909,2.56534631408365e-11
"AT1G19410",2.22225378090792,0.0496517707412504
"AT1G19520",0.477498194657916,0.0279400791352441
"AT1G19570",-0.633108203688023,0.0058218548059388
"AT1G19850",0.543550946612204,2.89308600505169e-05
"AT1G19910",-0.661595874619292,6.28731779574166e-11
"AT1G19920",-0.393191284712636,0.0433963713032866
"AT1G20030",1.31706945779451,0.0179219118286359
"AT1G20070",2.32920130064108,1.23404308826923e-14
"AT1G20130",-1.29116414695962,0.0163315288162244
"AT1G20180",1.88244132655238,0.00912614291981286
"AT1G20260",-0.669072505150714,1.76624893866623e-11
"AT1G20340",1.85059884242211,0.0351612873117581
"AT1G20380",-0.530309254434589,0.0491132292267113
"AT1G20430",-0.991421116358541,0.0246102058304626
"AT1G20450",0.749339478311263,1.41404976237989e-09
"AT1G20550",0.775272881720748,0.0404038207787384
"AT1G20560",-0.778356846107999,1.25068760685441e-06
"AT1G20630",-0.55918878339203,2.44079802830837e-12
"AT1G20640",-0.594523810832904,0.00102563271776374
"AT1G20690",1.17152012913338,0.000681290307552967
"AT1G20693",0.354965908623397,0.00508050533693023
"AT1G20740",2.71098745517554,0.00691728323808161
"AT1G20750",1.23678381346734,0.0054216448919982
"AT1G20780",-0.358512542163056,0.00151140241857057
"AT1G20850",-1.35871199075614,0.0312477735335301
"AT1G20870",2.41818612695222,0.0104406679530994
"AT1G20920",0.642729604345623,2.45847305136106e-06
"AT1G20950",-0.50134271222204,0.0188918067433955
"AT1G20970",0.483574820612583,0.00272450002019233
"AT1G21010",-0.954982793596164,1.58468811328545e-08
"AT1G21070",0.75157946319835,0.00206589804351965
"AT1G21080",-0.304699015637353,0.00672538889226068
"AT1G21140",-1.05061764176746,0.000795626477136663
"AT1G21160",0.240429136463527,0.0483033081195032
"AT1G21210",0.832758568508652,0.0111388561267688
"AT1G21310",-0.741425562640553,0.00238794166405026
"AT1G21370",-0.53033495300834,0.0205643034468135
"AT1G21410",-0.397845797602623,0.0306906302645445
"AT1G21450",-0.454205363879067,8.7834266305365e-08
"AT1G21520",-1.0684343085915,8.78856941296932e-10
"AT1G21600",1.46749905291229,0.00343083650934819
"AT1G22020",-0.313897976953407,0.00488112068801261
"AT1G22070",0.35766556469594,0.007380875239858
"AT1G22190",-0.606779782414928,0.0002038482372508
"AT1G22300",-0.416064741328193,1.04050216853515e-06
"AT1G22410",-1.31907884529056,6.57313831513049e-27
"AT1G22430",-1.7399674710534,0.0069561822817678
"AT1G22440",-0.50191567293915,0.00636927102553009
"AT1G22450",-0.393752696537866,0.0296200855902633
"AT1G22470",-1.20479604782379,2.52164985767451e-10
"AT1G22530",-0.589227092258433,0.00105554900898682
"AT1G22540",-1.21000388289354,1.00973763170076e-07
"AT1G22550",-0.679778137255731,0.0287580313028423
"AT1G22600",2.10096658581086,0.0343452658405645
"AT1G22640",0.563160759051288,0.032618425409473
"AT1G22660",0.684756868784422,0.00044307854737087
"AT1G22740",1.16842787406565,0.032324507701927
"AT1G22800",-0.755793455742812,7.34557546733868e-06
"AT1G22840",-0.79406082794315,4.59190361852105e-09
"AT1G22850",-0.908554439717002,2.83202993666626e-06
"AT1G22870",-0.42470856091374,1.41919448914904e-05
"AT1G22930",-0.214879787884255,0.027138786115808
"AT1G22985",0.958130806541865,9.52366945558293e-09
"AT1G23020",-0.747476471286443,0.000679831217110028
"AT1G23040",-0.53115674548139,0.0177419607173839
"AT1G23080",-0.909025818838097,7.08761036023203e-08
"AT1G23180",-0.568166379879128,0.0494285592946735
"AT1G23190",-0.824622556242572,1.05028583752765e-16
"AT1G23210",4.65621767089921,0.0293263793542113
"AT1G23220",1.16685137925034,0.00717387261915256
"AT1G23280",0.483582740006568,0.0179533604663958
"AT1G23450",-0.677365023274388,0.00230694478715952
"AT1G23480",-1.21780503251909,0.000461754778938482
"AT1G23550",0.891641535527274,9.37851068863015e-08
"AT1G23560",0.771995616933717,1.25519514799125e-06
"AT1G23780",0.354328511714465,0.0008588597723891
"AT1G23800",-0.44413221791755,0.0218087130476949
"AT1G23880",-0.512967110338651,0.0212355819598269
"AT1G23890",-0.572091436269322,0.000777789861899393
"AT1G24100",-0.710796259876208,4.00348970209277e-12
"AT1G24170",-0.311505782042221,0.0473617393016352
"AT1G24180",-0.622274295939896,9.69686008377609e-12
"AT1G24300",-0.286650538419575,0.0289616145241992
"AT1G24330",-0.717116018935457,0.000117831301472732
"AT1G24340",-0.437958747480657,0.0135657047991236
"AT1G24430",1.2920922105673,1.24551739101503e-11
"AT1G24530",-0.578952453888616,0.00146859069514165
"AT1G24600",0.938607344523959,0.00125179753840391
"AT1G24610",0.940746428210968,1.7955347559746e-06
"AT1G24625",-1.13898893324109,5.87673054923971e-07
"AT1G25220",-0.49088435737869,0.000237536370321087
"AT1G25260",0.484235235306333,0.0104370556038248
"AT1G25500",-0.902987068888542,0.048516758376318
"AT1G25510",-2.51938228299075,0.0265656693506445
"AT1G25520",-0.580379020692801,0.0115219764747898
"AT1G25530",-1.60287354120741,3.84441890030622e-13
"AT1G25560",-0.589878814230682,1.76746112995204e-05
"AT1G25682",0.261490446799235,0.0089319797698964
"AT1G26110",-0.166230625142439,0.0139519649157251
"AT1G26150",0.831490895634912,0.000310037733423288
"AT1G26500",1.74950910710132,0.0358103173313214
"AT1G26560",-1.43756102219863,2.63549273243434e-10
"AT1G26570",-1.31656860351588,0.0130397746561739
"AT1G26630",-0.285160766469307,0.0211185875516405
"AT1G26740",-0.637774776861732,0.0410116864966409
"AT1G26750",-0.616014390364662,0.00387674678749191
"AT1G26760",-1.27266198195589,0.00401586316016463
"AT1G26850",0.208135870730467,0.0311431860151821
"AT1G26930",-1.24972700838222,7.18932208205241e-13
"AT1G26970",1.11833578148028,0.0183077166919691
"AT1G27000",-0.534921257715885,1.22391232029421e-06
"AT1G27030",-0.935135025562153,2.1671528914362e-07
"AT1G27060",0.859578506596726,0.0368932851494599
"AT1G27070",0.650982358116305,0.00603698847371912
"AT1G27080",-0.69592716315,0.0491361895669136
"AT1G27130",-0.590088384651811,0.0450984055197578
"AT1G27150",-0.557401978623998,3.94925940644657e-05
"AT1G27200",0.35347283106182,0.0199014542225332
"AT1G27385",-0.537651598001058,0.000371103468778011
"AT1G27450",-0.794200010848718,5.8881167747224e-06
"AT1G27470",0.646794316927612,1.15721524448553e-05
"AT1G27510",0.345106940724862,0.013242097234104
"AT1G27520",0.413966238551806,0.014696167475333
"AT1G27530",-0.711856393134422,1.35092225485104e-07
"AT1G27540",0.718138001263822,0.0384476670322533
"AT1G27630",0.274282613978795,0.0325828958584804
"AT1G27680",-0.869886669331664,0.00384717033993863
"AT1G27690",-0.606894810470266,0.00204738715151378
"AT1G27695",-0.772184563977461,0.018097852963785
"AT1G27740",1.25827407596033,0.0287674746702585
"AT1G27820",2.23180837790547,0.0133901537636237
"AT1G27900",0.731143776562444,4.71157494480521e-06
"AT1G27920",0.635433564298007,0.00569030339991574
"AT1G27970",0.314968714097412,0.0280167929703749
"AT1G27980",-0.294309770755239,0.0394150625604236
"AT1G28060",0.25774978899991,0.0440586866896505
"AT1G28110",-1.22528228827973,1.42304836051046e-05
"AT1G28190",-0.711235182469344,4.51129941407977e-05
"AT1G28360",1.86595567089808,3.05302466305604e-09
"AT1G28380",-0.394742124515856,0.0002257031348002
"AT1G28410",0.725181475055361,0.00163496893605357
"AT1G28520",-0.412358508234731,0.0281805670442003
"AT1G28570",-1.22228107799562,0.012721046038241
"AT1G28680",-0.540676349441042,0.00242697242625624
"AT1G28760",0.768973531629279,8.33463879165068e-05
"AT1G29000",0.531077868231824,0.0362200449739502
"AT1G29025",2.82223420345061,0.0465499902370307
"AT1G29030",0.470157031475584,0.0241296793936649
"AT1G29280",1.03234292146481,4.84336320415253e-09
"AT1G29320",0.441828933762538,0.00738609718891804
"AT1G29340",0.325210536720982,0.00788168134096862
"AT1G29390",-0.737698912046448,0.000443891104975296
"AT1G29400",-0.310737369758589,0.00671818943787442
"AT1G29418",0.975906771394499,0.0226988383782565
"AT1G29470",-0.486216984396828,0.00724533354352588
"AT1G29520",1.6155431905862,0.0204745168055471
"AT1G29550",1.3530668466225,0.0497700817833792
"AT1G29560",2.04552794302209,6.67007162958631e-05
"AT1G29750",-0.358518430303646,0.031473791298386
"AT1G29760",0.268653875681546,0.0049691545928921
"AT1G29940",0.398429616871003,0.00182881385359082
"AT1G30040",-0.604607865205092,0.0102053773221406
"AT1G30050",-1.07179917912358,0.00562527898357262
"AT1G30060",-1.14870111612597,0.000607317244281835
"AT1G30090",0.436885195444308,0.00206452970724554
"AT1G30110",-0.358741242975396,0.0483200414872831
"AT1G30200",-0.394380832833775,0.0125658668020491
"AT1G30360",-0.780033253295133,1.51418638697756e-10
"AT1G30420",-0.38647941358432,0.0159336762797148
"AT1G30460",0.570573973465805,0.00386740462763497
"AT1G30475",1.08101829926861,0.000100852770352704
"AT1G30490",-0.664449265927939,0.000603632902563229
"AT1G30510",-0.665791126584661,1.27647751560711e-06
"AT1G30580",-0.233560148686044,0.0483740316407827
"AT1G30620",-0.298573554256832,0.00244758189348365
"AT1G30640",0.425952091392031,0.00016826173751646
"AT1G30650",1.11899109401125,0.0135857232732635
"AT1G30660",1.08496063672242,0.00983027250990603
"AT1G30680",1.11491489276146,7.1042308506426e-18
"AT1G30700",-0.618987615052049,0.000797457760936722
"AT1G30760",-0.949963638586231,0.000211757290187447
"AT1G30810",-0.378678554057557,0.00163791443008061
"AT1G30820",0.337388302510534,0.0205668123272822
"AT1G30970",0.337305448602229,0.00570082978794004
"AT1G31175",0.727997868482276,0.000266172773013199
"AT1G31180",-0.461463695821704,0.0499997322928973
"AT1G31290",-0.581845781916787,0.00916840658235551
"AT1G31660",0.53203540559418,0.000614367754921473
"AT1G31710",-1.40768097033342,2.43868878435833e-05
"AT1G31770",-1.24698043862415,6.14823971273246e-11
"AT1G31780",-0.54607582256499,0.0110056920680881
"AT1G31812",-0.520878181114902,0.0201558924827826
"AT1G32100",-0.286528127326057,0.0310012340606558
"AT1G32150",-0.354759438426491,0.0343452658405645
"AT1G32170",-1.02953869289034,1.93390929951231e-14
"AT1G32210",-0.820508592524944,0.00915017764455223
"AT1G32440",0.491263673372957,0.0179338046603536
"AT1G32510",1.81596592866071,0.000412212540302034
